HF_ID,HF_CODE,NAME_KH,NAME_EN,PRO_CODE,PRO_NAME_KH,PRO_NAME_EN,DIS_CODE,DIS_NAME_KH,DIS_NAME_EN,OD_CODE,OD_NAME_KH,OD_NAME_EN,COM_CODE,COM_NAME_KH,COM__NAME_EN,VIL_CODE,VIL_NAME_KH,VIL__NAME_EN,OWNERSHIP,ACRONYM,HF_TYPE_EN,HF_TYPE_KH,HF_LEVEL,HF_HEAD,CONTACT_NO,CONTACT_EMAIL,HF_LAT,HF_LON,START_DATE,GOOGLE_MAP_LINK,STATUS
,020113,HC អំពិលប្រាំដើម,HC Ampil Pram Daeum ,02,បាត់ដំបង,Battambang,0204,បវេល,Bavel,0201,ថ្មគោល,Thmar Koul,020405,អំពិលប្រាំដើម,Ampil Pram Daeum,02040507,ដូង,Doung,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,យ៉ាវ គី,855 77845 558,None,13.25888567,102.7707712,25/10/2006,https://maps.app.goo.gl/pB2rQNFmsvgtQYtcA,Operational
,020114,HC ព្រៃខ្ពស់,HC Prey Khpos ,02,បាត់ដំបង,Battambang,0204,បវេល,Bavel,0201,ថ្មគោល,Thmar Koul,020404,ព្រៃខ្ពស់,Prey Khpos,02040402,ពោធិ៍,Pou,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,ប៉ិល មួន,855 12668643,None,13.3333189,102.8999294,01/01/2006,https://maps.app.goo.gl/AQQPFNFYsDXFR9EF8,Operational
,020115,HC ល្វា,HC Lvea ,02,បាត់ដំបង,Battambang,0204,បវេល,Bavel,0201,ថ្មគោល,Thmar Koul,020403,ល្វា,Lvea,02040301,ល្វា,Lvea,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,ក្រូច ចាន់ណា,855 12562177,None,13.35256373,102.9092067,01/01/2006,https://maps.app.goo.gl/L79Gkda7NPDq5MX97,Operational
,020116,HC ខ្នាចរមាស,HC Khnach Romeas ,02,បាត់ដំបង,Battambang,0204,បវេល,Bavel,0201,ថ្មគោល,Thmar Koul,020402,ខ្នាចរមាស,Khnach Romeas,02040206,ខ្នាចរមាស,Khnach Romeas,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,គង់ គឹមហូរ,855 12927496,None,13.26249126,102.9509858,01/01/2006,https://maps.app.goo.gl/wv4GrpaCxnuaGDbc6,Operational
,020117,HC ឃ្លាំងមាស,HC Khleang Meas ,02,បាត់ដំបង,Battambang,0204,បវេល,Bavel,0201,ថ្មគោល,Thmar Koul,020407,ឃ្លាំងមាស,Khlaeng Meas,02040703,អូរដូនពៅ,Ou Doun Pov,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,លួន គឹមនន,855 89946163,None,13.14694321,102.8244996,01/01/2006,https://maps.app.goo.gl/HaCeeTH1HY9bL3XG6?g_st=it,Operational
,020118,HC ជ្រោយស្តៅ,HC Chrouy Sdau ,02,បាត់ដំបង,Battambang,0202,ថ្មគោល,Thma Koul,0201,ថ្មគោល,Thmar Koul,020206,ជ្រោយស្ដៅ,Chrouy Sdau,02020602,និគមក្រៅ,Nikom Krau,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,អ៊ឹត វុធ,855 77608787,None,13.33342473,103.0826993,01/01/2006,https://maps.app.goo.gl/Vs5xaPFUW61xQm1R7,Operational
,020119,RH មន្ទីរពេទ្យបង្អែកបវេល,RH Bavel I ,02,បាត់ដំបង,Battambang,0204,បវេល,Bavel,0201,ថ្មគោល,Thmar Koul,020401,បវេល,Bavel,02040108,ស្ទឹងដាច់,Stueng Dach,DPHI (GPS),RH,Referral Hospital,មន្ទីរពេទ្យបង្អែកស្រុក,,តិ លាងហួរ,855 92910857,None,13.25066023,102.8692852,01/01/2020,https://maps.app.goo.gl/g7TKUTTrMSRyykii9,Operational
,020120,HC បឺងប្រាំ,HC Boeng Pram ,02,បាត់ដំបង,Battambang,0204,បវេល,Bavel,0201,ថ្មគោល,Thmar Koul,020408,បឹងប្រាំ,Boeung Pram,02040803,សំណាងព្រះស្រី,Samnang Pras Srey,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,ឃួន ចំណាន,855 89946163,None,13.34642787,102.7266126,01/01/2016,https://goo.gl/maps/ZVNFf7KDUNqYjxqV6,Operational
,020201,RH មន្ទីរពេទ្យបង្អែកមោងឫស្សី,RH Maung Russei ,02,បាត់ដំបង,Battambang,0206,មោងឫស្សី,Moung Ruessei,0202,មោងឫស្សី,Maung Russei,020601,មោង,Moung,02060110,មោង,Moung,DPHI (GPS),RH,Referral Hospital,មន្ទីរពេទ្យបង្អែកស្រុក,,សូ សុខ,855 12944010,None,12.77351002,103.4491858,01/01/2006,https://goo.gl/maps/tg2SXr8FVZuDEA129,Operational
,020202,HC ព្រៃស្វាយ,HC Prey Svay ,02,បាត់ដំបង,Battambang,0206,មោងឫស្សី,Moung Ruessei,0202,មោងឫស្សី,Maung Russei,020603,ព្រៃស្វាយ,Prey Svay,02060308,ព្រៃស្វាយ,Prey Svay,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,ម៉ាត់ លី,855 92275 408,None,12.72456896,103.499834,08/01/2006,https://maps.app.goo.gl/JdF8mCYgBf6S2bev8,Operational
,020203,HC ឬស្សីក្រាំង,HC Russey Kraing ,02,បាត់ដំបង,Battambang,0206,មោងឫស្សី,Moung Ruessei,0202,មោងឫស្សី,Maung Russei,020604,ឫស្សីក្រាំង,Ruessei Krang,02060410,ថ្នល់បត់,Thnal Bat,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,កប សាត,855 12370439/855 977475 163,None,12.70046784,103.6057178,08/01/2006,https://maps.app.goo.gl/afw6smVXv1D9fAwMA,Operational
,020204,HC ជ្រៃ,HC Chrey ,02,បាត់ដំបង,Battambang,0206,មោងឫស្សី,Moung Ruessei,0202,មោងឫស្សី,Maung Russei,020605,ជ្រៃ,Chrey,02060506,ជ្រៃ ២,Chrey Pir,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,រស់ ចន្ធូ,855 12637300/855 977475 165,None,12.78055175,103.4732928,08/01/2006,https://goo.gl/maps/Ws4rHZjgFSQMke4E6,Operational
,020205,HC តាលាស់,HC Ta Loas ,02,បាត់ដំបង,Battambang,0206,មោងឫស្សី,Moung Ruessei,0202,មោងឫស្សី,Maung Russei,020606,តាលាស់,Ta Loas,02060606,វត្ដចាស់,Voat Chas,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,ម៉ម សត្ថា,855 12484030/855 977475 167,None,12.80727531,103.4602791,08/01/2006,https://maps.app.goo.gl/18sokFj68EHdjbJP6,Operational
,020206,HC កកោះ,HC KaKoh ,02,បាត់ដំបង,Battambang,0206,មោងឫស្សី,Moung Ruessei,0202,មោងឫស្សី,Maung Russei,020607,កកោះ,Kakaoh,02060705,កកោះ,Kakaoh,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,វ៉ាន់ គឹមអ៊ន,855 12332417,None,12.84602439,103.3961751,08/01/2006,https://maps.app.goo.gl/R1scA8iPpgE1wntr5,Operational
,020207,HC ធិបតី,HC Thipdei ,02,បាត់ដំបង,Battambang,0213,គាស់ក្រឡ,Koas Krala,0202,មោងឫស្សី,Maung Russei,021301,ធិបតី,Thipakdei,02130103,ឆាយបល្ល័ង្គ,Chhay Ballangk,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,នី សាម៉ន,855 92751497/855 975455 757,None,12.85943497,103.2701244,08/01/2006,https://goo.gl/maps/2S4Z78CkanZYwFPA8,Operational
,020208,HC របស់មង្គល,HC Robas Mongkol ,02,បាត់ដំបង,Battambang,0206,មោងឫស្សី,Moung Ruessei,0202,មោងឫស្សី,Maung Russei,020609,របស់មង្គល,Robas Mongkol,02060905,កូនក្អែក ២,Koun K'aek Pir,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,អោ សំអាង,855 12246687,None,12.74482738,103.4375093,09/01/2006,https://maps.app.goo.gl/DUgFyF8a2wpaG9Fp9?g_st=atm,Operational
,020209,HC មោង,HC Maung ,02,បាត់ដំបង,Battambang,0206,មោងឫស្សី,Moung Ruessei,0202,មោងឫស្សី,Maung Russei,020601,មោង,Moung,02060110,មោង,Moung,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,តាត ចន្ទ័វត្តី,855 12983728,None,12.77314777,103.4492842,08/01/2006,https://maps.app.goo.gl/edtE5PtHZJpBecFD9?g_st=it,Operational
,020210,HC គារ,HC Kear ,02,បាត់ដំបង,Battambang,0206,មោងឫស្សី,Moung Ruessei,0202,មោងឫស្សី,Maung Russei,020602,គារ,Kear,02060211,តាណាក,Ta Nak,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,សូរ សុទ្ធី,855 12938494/855 977475 174,None,12.70832476,103.4611689,08/01/2006,https://maps.app.goo.gl/HuZJz2JW6miB5bEi8?g_st=atm,Operational
,020211,HC ព្រៃតូច,HC Prey Tauch ,02,បាត់ដំបង,Battambang,0206,មោងឫស្សី,Moung Ruessei,0202,មោងឫស្សី,Maung Russei,020608,ព្រៃតូច,Prey Touch,02060804,ព្រៃតូច,Prey Touch,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,ឃុន ង៉ា,855 92961796,None,12.89724832,103.3707301,08/01/2006,https://maps.app.goo.gl/6ef3EmnNXenc5fBK6?g_st=it,Operational
,020212,HC ព្រៃត្រឡាច,HC Prey Tralach ,02,បាត់ដំបង,Battambang,0214,រុក្ខគិរី,Rukh Kiri,0202,មោងឫស្សី,Maung Russei,021404,ស្តុកប្រវឹក,Sdok Pravoek,02140401,ស្ដុកប្រវឹក,Sdok Pravuek,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,សូត្រ ម៉ាប់,855 92503326/855 972566250,None,12.53884554,103.529224,08/01/2006,https://maps.app.goo.gl/nPQGi1LJME3q14RY8,Operational
,020213,HC ព្រែកជីក,HC Prek Chik ,02,បាត់ដំបង,Battambang,0214,រុក្ខគិរី,Rukh Kiri,0202,មោងឫស្សី,Maung Russei,021401,ព្រែកជីក,Preaek Chik,02140104,ព្រែកតាវេន,Preaek Ta Ven,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,ស៊ុន សារឿន,855 89521971/855 889464841,None,12.64265563,103.3927897,08/01/2006,https://maps.app.goo.gl/dF6as8nHXUxYeoWR7,Operational
,020214,HC គាស់ក្រឡ,HC Kaos Kralor ,02,បាត់ដំបង,Battambang,0213,គាស់ក្រឡ,Koas Krala,0202,មោងឫស្សី,Maung Russei,021302,គាស់ក្រឡ,Kaos Krala,02130207,ព្រៃពពេល,Prey Popeael,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,អឿន ស្រីចោម,855 12512504/855 888512504,None,12.75926255,103.2620072,08/01/2006,https://maps.app.goo.gl/JuqzpVgS1S8JBfta7,Operational
,020215,HC បាសាក់,HC Basak ,02,បាត់ដំបង,Battambang,0214,រុក្ខគិរី,Rukh Kiri,0203,មោងឫស្សី,Maung Russei,021405,បាសាក់,Basak,02140502,បាសាក់,Basak,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,Unknown,NA,NA,12.5684991,103.3286075,01/01/2020,https://maps.app.goo.gl/nFPzMCso9xLdRcwKA,Operational
,020301,RH មន្ទីរពេទ្យបង្អែកសំពៅលូន,RH Sampov Loun ,02,បាត់ដំបង,Battambang,0210,សំពៅលូន,Sampov Lun,0203,សំពៅលូន,Sampov Luon,021003,តាស្ដា,Ta Sda,02100302,តាស្ដា,Ta Sda,DPHI (GPS),RH,Referral Hospital,មន្ទីរពេទ្យបង្អែកស្រុក,,ចក់ សំអុល,855 92151597/855 93409376,NA,13.42978922,102.3774095,01/01/2006,https://maps.app.goo.gl/n2j3CUwzotCr8R8Y8,Operational
,020302,HC សិរីមានជ័យ,HC Serei Meanchey ,02,បាត់ដំបង,Battambang,0210,សំពៅលូន,Sampov Lun,0203,សំពៅលូន,Sampov Luon,021005,សេរីមានជ័យ,Serei Mean Chey,02100502,ឈើទាល,Chheu Teal,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,ឃឹម សាម៉ុន,855 318888808,NA,13.45437013,102.3598448,01/01/2006,https://maps.app.goo.gl/YSEHXvAYT4ii94dZA,Operational
,020303,HC សំពៅលូន,HC Sampov Loun ,02,បាត់ដំបង,Battambang,0210,សំពៅលូន,Sampov Lun,0203,សំពៅលូន,Sampov Luon,021001,សំពៅលូន,Sampov Lun,02100103,កោះតូច,Kaoh Touch,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,ស៊ឹមវឌ្ឍនា,855 89320032,NA,13.39168658,102.3640797,01/01/2006,https://maps.app.goo.gl/EZRmD4b29JmH8qDs8,Operational
,020304,HC បារាំងធ្លាក់,HC Baraing Thleak ,02,បាត់ដំបង,Battambang,0211,ភ្នំព្រឹក,Phnum Proek,0203,សំពៅលូន,Sampov Luon,021104,បារាំងធ្លាក់,Barang Thleak,02110402,អូរចោទ,Ou Chaot,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,យន់ ហោ,855 86499057/855 886741000,NA,13.34225323,102.3511195,01/01/2006,https://maps.app.goo.gl/BKg55frMWkj6qgC88,Operational
,020305,HC ពេជ្រចិន្តា,HC Pich Chenda ,02,បាត់ដំបង,Battambang,0211,ភ្នំព្រឹក,Phnum Proek,0203,សំពៅលូន,Sampov Luon,021102,ពេជ្រចិន្ដា,Pech Chenda,02110201,អូរ,Ou,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,មៀច ដា,855 12732697/855 887171366,NA,13.23491226,102.3802607,01/01/2006,https://maps.app.goo.gl/yctbhDQjUF5kUCsv7,Operational
,020306,HC ត្រាង,HC Trang,02,បាត់ដំបង,Battambang,0212,កំរៀង,Kamrieng,0203,សំពៅលូន,Sampov Luon,021204,ត្រាង,Trang,02120406,តាសែន,Ta Saen,DPHI (GPS),HC,Health Center with beds,មណ្ឌលសុខភាពមានគ្រែ,,ថុន សែ,855 12978446,NA,13.1159244,102.4272737,01/01/2006,https://maps.app.goo.gl/Mv9RZuYqD5sebiC38?g_st=it,Operational
,020307,HC កំរៀង,HC Kamrieng ,02,បាត់ដំបង,Battambang,0212,កំរៀង,Kamrieng,0203,សំពៅលូន,Sampov Luon,021201,កំរៀង,Kamrieng,02120101,កំរៀង,Kamrieng,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,វ៉េត ប៊ុនឡូញ,855 12453150,NA,13.04829673,102.5052608,01/01/2006,https://maps.app.goo.gl/4Lq3PBFaUk6UNJLr8?g_st=it,Operational
,020308,HC តាក្រី,HC Ta Krei ,02,បាត់ដំបង,Battambang,0212,កំរៀង,Kamrieng,0203,សំពៅលូន,Sampov Luon,021206,តាក្រី,Ta Krei,02120604,កំប្រង់,Kamprang,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,សុខ គឹមហូន,855 77372023/855 11581613,NA,13.12489308,102.6483808,01/01/2006,https://maps.app.goo.gl/BqnCvji33etTYAXx5,Operational
,020309,HC បួរ,HC Bour ,02,បាត់ដំបង,Battambang,0211,ភ្នំព្រឹក,Phnum Proek,0203,សំពៅលូន,Sampov Luon,021103,បួរ,Bour,02110308,ភ្នំប្រាំពីរ,Phnom 7,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,ឃុយ សំណាង,855 12436080,NA,13.30607933,102.6134015,01/01/2006,https://maps.app.goo.gl/Aj5CaWbpHNbUSZDd8,Operational
,020310,HC ត្រាវជូ,HC Trav Chou ,02,បាត់ដំបង,Battambang,0210,សំពៅលូន,Sampov Lun,0203,សំពៅលូន,Sampov Luon,021005,សេរីមានជ័យ,Serei Mean Chey,02100504,អូរត្រាវជូរ,Ou Trav Chur,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,ទេព ស៊ីយ៉ា,855 976419952,NA,13.38843212,102.5204317,04/01/2012,https://maps.app.goo.gl/QJhdJCVhQhDANnEZ6?g_st=it,Operational
,020311,HC រស្មីសាមគ្គី,HC Rasmei Samaki ,02,បាត់ដំបង,Battambang,0211,ភ្នំព្រឹក,Phnum Proek,0203,សំពៅលូន,Sampov Luon,021102,ពេជ្រចិន្ដា,Pech Chenda,02110207,សាមគ្គី,Sameakki,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,សុខ ផល្លា,855 976636633,None,13.21505664,102.5348265,04/01/2012,https://maps.app.goo.gl/sJStAvAYRtoeMEH77,Operational
,020401,PH មន្ទីរពេទ្យខេត្តបាត់ដំបង,PH Battambang ,02,បាត់ដំបង,Battambang,0203,បាត់ដំបង,Battambang,0204,បាត់ដំបង,Battambang,020310,ស្វាយប៉ោ,Svay Por,02031001,ព្រែកមហាទេព,Prek MohaTep,DPHI (GPS),PH,Provincial Hospital,មន្ទីរពេទ្យខេត្ត,,កាក់ សីលា,855 12833261/855 53730100,seilakak@gmail.com,13.10932287,103.2022689,01/01/2006,https://maps.app.goo.gl/wV6Nm9MeiM3SNgfs6?g_st=com.google.maps.preview.copy,Operational
,020402,HC ស្វាយប៉ោ,HC Svay Por ,02,បាត់ដំបង,Battambang,0203,បាត់ដំបង,Battambang,0204,បាត់ដំបង,Battambang,020310,ស្វាយប៉ោ,Svay Por,02031001,ព្រែកមហាទេព,Prek MohaTep,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,មាស សម្បត្តិ,855 972072999,None,13.10681029,103.2009458,01/01/2006,https://maps.app.goo.gl/Xkeppuo3EDFM2P8Z8,Operational
,020403,HC ស្លាកែត,HC Sla Ket ,02,បាត់ដំបង,Battambang,0203,បាត់ដំបង,Battambang,0204,បាត់ដំបង,Battambang,020305,ស្លាកែត,Sla Ket,02030502,ដាំស្ពៃ,Dam Spey,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,អ៊ឹម ប៊ុនធឿន,855 92334251,None,13.1172192,103.211674,01/01/2006,https://maps.app.goo.gl/ezwuvqaccqgS3yJD7?g_st=com.google.maps.preview.copy,Operational
,020404,HC ក្តុល,HC Kdol ,02,បាត់ដំបង,Battambang,0203,បាត់ដំបង,Battambang,0204,បាត់ដំបង,Battambang,020306,ក្ដុលដូនទាវ,Kdol Doun Teav,02030607,ថ្កូវ,Thkov,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,ព្រំ មុន្នី,855 12730838,None,13.135939,103.216146,01/01/2006,https://maps.app.goo.gl/FSg4aBy9d83pPYEF8,Operational
,020405,HC ទួលតាឯក,HC Tuol Ta Ek ,02,បាត់ដំបង,Battambang,0203,បាត់ដំបង,Battambang,0204,បាត់ដំបង,Battambang,020301,ទួលតាឯក,Tuol Ta Ek,02030102,អូរតាគាំ ២,O Ta Kam II,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,គៀន សុគណ្ណារ៉ា,855 12550280,None,13.08844055,103.1914722,01/01/2006,https://maps.app.goo.gl/NsVr5p7kiq37M5Kw6,Operational
,020406,HC វត្តគរ,HC Vat Kor ,02,បាត់ដំបង,Battambang,0203,បាត់ដំបង,Battambang,0204,បាត់ដំបង,Battambang,020308,វត្ដគរ,wat Kor,02030806,កំពង់សីមា,Kampong Seima,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,ម្លឹះ គឹមបេង,855 12964987,None,13.05691276,103.1956377,01/01/2006,https://maps.app.goo.gl/oorrHr4r7o2vr4ZD8,Operational
,020407,HC អូម៉ាល់,HC O Mal ,02,បាត់ដំបង,Battambang,0203,បាត់ដំបង,Battambang,0204,បាត់ដំបង,Battambang,020307,អូរម៉ាល់,OMal,02030708,អណ្ដូងព្រីង,Andoung Pring,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,ម៉ៅ មុន្នីស៊ីណារិន,855 12902003,None,13.06328055,103.1554935,01/01/2006,https://maps.app.goo.gl/xqLxL7aqL9Rakeps8,Operational
,020408,HC ជ្រៃ,HC Chrey ,02,បាត់ដំបង,Battambang,0202,ថ្មគោល,Thma Koul,0204,បាត់ដំបង,Battambang,020204,ជ្រៃ,Chrey,02020407,ហៃសាន,Hai San,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,សួន អ៊ី,855 12237528,None,13.1099202,103.1397063,01/01/2006,https://maps.app.goo.gl/j9fs9Xe23yECwGM49?g_st=atm,Operational
,020409,HC រតនៈ,HC Rottanak ,02,បាត់ដំបង,Battambang,0208,សង្កែ,Sangkae,0204,បាត់ដំបង,Battambang,020802,នរា,Norea,02080201,នរា ១,Norea Muoy,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,ម៉ក់ ពិសិដ្ធ,855 12962630,None,13.11910585,103.214314,01/01/2006,https://maps.app.goo.gl/Ls1Uz2yiPjgF7yvm7,Operational
,020410,HC ចំការសំរោង,HC Chamkar Samrong ,02,បាត់ដំបង,Battambang,0203,បាត់ដំបង,Battambang,0204,បាត់ដំបង,Battambang,020304,ចំការសំរោង,Chomkar Somraong,02030402,ចំការសំរោង២,Chomkar Somraong 2,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,សោ ថងឌី,855 92530969,None,13.11712159,103.1967586,01/01/2006,https://maps.google.com/maps?q=13.1173338%2C103.1967998,Operational
,020411,HC ឈើទាល,HC Chheu Teal ,02,បាត់ដំបង,Battambang,0201,បាណន់,Banan,0204,បាត់ដំបង,Battambang,020104,ឈើទាល,Chheu Teal,02010407,បាយដំរាំ,Bay Damram,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,ថាញ់ គឹមយៀត,855 12597689,None,12.99683928,103.1604105,01/01/2006,https://maps.app.goo.gl/jZ4T1dJCkK9tWaF4A,Operational
