HF_ID,HF_CODE,NAME_KH,NAME_EN,PRO_CODE,PRO_NAME_KH,PRO_NAME_EN,DIS_CODE,DIS_NAME_KH,DIS_NAME_EN,OD_CODE,OD_NAME_KH,OD_NAME_EN,COM_CODE,COM_NAME_KH,COM__NAME_EN,VIL_CODE,VIL_NAME_KH,VIL__NAME_EN,OWNERSHIP,ACRONYM,HF_TYPE_EN,HF_TYPE_KH,HF_LEVEL,HF_HEAD,CONTACT_NO,CONTACT_EMAIL,HF_LAT,HF_LON,START_DATE,GOOGLE_MAP_LINK,STATUS,nesting_issues
622354,110122,HC ស្រែឈូក,HC Srae Chhouk,11,មណ្ឌលគីរី,Mondul Kiri,1103,អូររាំង,Ou Reang,1101,សែនមនោរម្យ,Sen Monorom,110198,ស្រែឈូក,Srae Chhouk,11020197,ចក់ចារ,Chork Cha,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,ពេ ញ៉ាស្រី,855 90712255,None,12.3639052680959,106.730478259518,01/01/2023,,Operational,COM_not_under_DIS;VIL_not_under_COM
158638,110123,HC ស្រែអំពូម,HC Srae Ampom,11,មណ្ឌលគីរី,Mondul Kiri,1103,អូររាំង,Ou Reang,1101,សែនមនោរម្យ,Sen Monorom,110199,ស្រែអំពូម,Srae Ampom,11020198,ពូក្រូច,Pu Kroch,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,សុន វិសាល,855 69870301,None,12.5487009680546,107.340423546323,01/01/2023,,Operational,COM_not_under_DIS;VIL_not_under_COM
936515,110124,HC ពាមជីមៀត,HC Peam Chimeat,11,មណ្ឌលគីរី,Mondul Kiri,1103,អូររាំង,Ou Reang,1101,សែនមនោរម្យ,Sen Monorom,110200,ណងឃីលិក,Nang Khi Lik,11020199,ពាមជីមៀត,Peam Chimeat,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,សន ប៊ុនសឺន,855 886689333,None,13.2777386215983,107.147512382778,01/01/2023,,Operational,COM_not_under_DIS;VIL_not_under_COM
693299,110125,HC រវាក់,HC Roveak,11,មណ្ឌលគីរី,Mondul Kiri,1103,អូររាំង,Ou Reang,1101,សែនមនោរម្យ,Sen Monorom,110201,រយ៉,Royoy,11020200,រវ៉ាក់,Roveak,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,យ៉ា ច័ន្ទរឿន,855 977577446,None,13.1589142024176,106.902458,01/01/2023,,Operational,COM_not_under_DIS;VIL_not_under_COM
313121,120207,RH មន្ទីរពេទ្យបង្អែកចតុមុខ,RH Chaktokmok,12,ភ្នំពេញ,Phnom Penh,1202,ដូនពេញ,Doun Penh,1203,ចតុមុខ,Chaktomouk,120210,ស្រះចក,Srah Chak,12020701,ដូនពេញ,Duan Penh,DPHI (GPS),RH,Referral Hospital,មន្ទីរពេទ្យបង្អែកស្រុក,,ហ៊ី សិលារិទ្ធ,855 11828787,None,11.5878860404609,104.918596933023,01/01/2019,https://maps.app.goo.gl/SfnCz2Hz28n1VjKr5,Operational,VIL_not_under_COM
769276,120409,RH មន្ទីរពេទ្យបង្អែកច្បារអំពៅ,RH Chba Ampov,12,ភ្នំពេញ,Phnom Penh,1206,មានជ័យ,Mean Chey,1204,បាសាក់,Bassak,000000,,,00000000,,,DPHI (GPS),RH,Referral Hospital,មន្ទីរពេទ្យបង្អែកស្រុក,,NA,NA,NA,11.5301349699234,104.937250890169,01/01/2022,,Operational,COM_not_under_DIS
700288,120611,HC ស្ពានថ្ម,HC Spean Thmar,12,ភ្នំពេញ,Phnom Penh,1205,ដង្កោ,Dangkao,1206,ដង្កោ,Dang Koa,120518,ស្ពានថ្ម,Spean Thmor,12050904,ស្ពានថ្ម,Spean Thmor,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,ជឹង ចាន់​ ថេន,081 438181,Ounthen89@gmail.com,11.467048,104.868471,29/11/2023,,Operational,VIL_not_under_COM
040572,121006,NH មជ្ឈមណ្ឌលជាតិកំចាត់ជំងឺរបេង និងហង់សិន,NH National Center for Tuberculosis and Leprosy Control (CENAT),12,ភ្នំពេញ,Phnom Penh,1201,ចំការមន,Chamkar Mon,1210,មន្ទីរពេទ្យជាតិ,National Hopital,120103,បឹងកេងកងទី ២,Boeng Keng Kang Ti Pir,12130202,បឹងកេងកងទី ២,Boeng Keng Kang Ti Pir,DPHI (Google Map),NH,National Hospital,មន្ទីរពេទ្យជាតិ,,NA,None,NA,11.553739,104.919893,42705,,Operational,VIL_not_under_COM
361305,121010,NH មន្ទីរពេទ្យមិត្តភាពខ្មែរសូវៀត,NH Khmer-Soviet Friendship,12,ភ្នំពេញ,Phnom Penh,1201,ចំការមន,Chamkar Mon,1210,មន្ទីរពេទ្យជាតិ,National Hopital,120108,ទំនប់ទឹក,Tumnob Tuek,12130501,ទំនប់ទឹក,Tumnob Tuek,DPHI (Google Map),NH,National Hospital,មន្ទីរពេទ្យជាតិ,,NA,None,NA,11.5449484062678,104.903314086245,39826,,Operational,VIL_not_under_COM
307136,121014,NH មន្ទីរពេទ្យគន្ធបុប្ផា,NH Kantha Bopha II,12,ភ្នំពេញ,Phnom Penh,0103,ដូនពេញ,Doun Penh,1210,មន្ទីរពេទ្យជាតិ,National Hopital,120208,ជ័យជំនះ,Chey Chumnas,12021101,ជ័យជំនះ,Chey Chumnas,DPHI (Google Map),NH,National Hospital,មន្ទីរពេទ្យជាតិ,,NA,None,NA,11.561451,104.93094,39814,,Operational,DIS_not_under_PRO;COM_not_under_DIS;VIL_not_under_COM
842665,121023,NH មន្ទីរពេទ្យជាតិតេជោសន្តិភាព,NH Techo Santepheap,12,ភ្នំពេញ,Phnom Penh,1202,កំបូល,Kamboul,1201,មន្ទីរពេទ្យជាតិ,National Hopital,120203,Kamboul,Kamboul,12020102,កំបូល,Kamboul,DPHI (Google Map),NH,National Hospital,មន្ទីរពេទ្យជាតិ,,NA,None,NA,11.6057015382325,104.803972910978,39814,,Operational,VIL_not_under_COM
572856,NA,HC ដំណាក់ត្រយឹង,HC Damnak Trayeung,12,ភ្នំពេញ,Phnom Penh,1209,ពោធិ៍សែនជ័យ,Pur SenChey,1203,ពោធិសែនជ័យ,Por Senchey,000000,,,00000000,,,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,,,,11.4974775912918,104.832825495639,,,Operational,COM_not_under_DIS
067915,NA,HC កន្ទោក,HC Kantok,12,ភ្នំពេញ,Phnom Penh,1209,ពោធិ៍សែនជ័យ,Pur SenChey,1203,ពោធិសែនជ័យ,Por Senchey,000000,,,00000000,,,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,,,,11.5118064893942,104.784749866355,,,Operational,COM_not_under_DIS
339930,130101,PH មន្ទីរពេទ្យ ១៦មករា,PH Preah Vihear 16 Makara,13,ព្រះវិហារ,Preah Vihear,1307,ត្បែងមានជ័យ,Tbaeng Mean Chey,1301,ត្បែងមានជ័យ,Tbeng Meanchey,130801,កំពង់ប្រណាក,Kampong Pranak,13080104,អណ្ដូងពោធិ,Andoung Pou,DPHI (GPS),PH,Provincial Hospital,មន្ទីរពេទ្យខេត្ត,,ជូ ប៉ូនីណា,855 899855,None,13.7968875252169,104.980788929185,01/01/2006,,Operational,COM_not_under_DIS
854207,130112,HC ត្បែងមានជ័យ,HC Tbeng Meanchey,13,ព្រះវិហារ,Preah Vihear,1307,ត្បែងមានជ័យ,Tbaeng Mean Chey,1301,ត្បែងមានជ័យ,Tbeng Meanchey,130802,ប៉ាលហាល,Pal Hal,13080208,ឯកភាព,Aekakpheap,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,សុខ រដ្ឋា,855 978989505,None,13.8061858461754,104.957862074913,01/01/2006,,Operational,COM_not_under_DIS
170315,130104023,HC ប្រមេរ,HC Prome,13,ព្រះវិហារ,Preah Vihear,1303,ត្បែងមានជ័យ,Tbaeng Mean Chey,1301,ត្បែងមានជ័យ,Tbeng Meanchey,130704,ពោធិ៏,Pou,13070401,ពោធិ៏,Pou,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,ស៊ុន ធារី,885 77360667,None,13.8631246139168,105.03357192796,01/02/2021,,Operational,COM_not_under_DIS
598835,140907,HC ព្រៃស្នៀត,HC Prey Sneat,14,ព្រៃវែង,Prey Veng,1413,ពារាំង,Pearaing,1405,ពារាំង,Pearaing,140808,ព្រៃស្នៀត,Prey Sneat,14080802,កំពង់ពោធិ៏,Kampong Pou,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,NA,None,None,11.6389992609033,105.226828474151,05/01/2012,,Operational,COM_not_under_DIS
005085,141011,HC រំចេក,HC Rumchek,14,ព្រៃវែង,Prey Veng,1413,ពារាំង,Pearaing,1406,ព្រះស្តេច,Preah Sdach,140910,រំចេក,Rumchek,14091007,សទ្ធា,Satthea,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,NA,None,None,11.1932513446299,105.360827841644,01/01/2006,,Operational,COM_not_under_DIS
445636,141012,HC សេនារាជឧត្តម,HC Sena Reach Otdam,14,ព្រៃវែង,Prey Veng,1413,ពារាំង,Pearaing,1406,ព្រះស្តេច,Preah Sdach,140911,សេនារាជឧត្ដម,Sena Reach Otdam,14091115,ទ្រា,Trea,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,NA,None,None,11.0939711882193,105.435571934124,01/01/2006,,Operational,COM_not_under_DIS
128395,141207,HC ពានរោង,HC Pean Roung,14,ព្រៃវែង,Prey Veng,1409,ស្វាយអន្ទរ,Svay Antor,1407,ស្វាយអន្ទរ,Svay Antor,141306,ពានរោង,Pean Roung,14130601,ព្រៃជ្រាំង,Prey Chreang,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,NA,None,None,11.4973838528904,105.532028307142,01/01/2006,,Operational,COM_not_under_DIS
450705,141210,HC សំរោង,HC Samraong,14,ព្រៃវែង,Prey Veng,1410,ស្វាយអន្ទរ,Prey Veng,1407,ស្វាយអន្ទរ,Svay Antor,141309,សំរោង,Samraong,14130906,សំរោង,Samraong,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,NA,None,None,11.4593741780738,105.430907895646,01/01/2006,,Operational,COM_not_under_DIS
953964,150302,HC រវៀង,HC Rovieng,15,ពោធិ៍សាត់,Pursat,0000,,,1503,ភ្នំក្រវាញ,Phnum Kravanh,000000,សំរោង,Samroang,00000000,,,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,ស្រុង ធានី,855 93 836 44,None,12.320476505001,103.513278760341,01/01/2023,https://maps.app.goo.gl/cn4xUjXvrNF8FWHg9,Operational,DIS_not_under_PRO
014411,150303,HC សន្ទ្រែ,HC Santrae,15,ពោធិ៍សាត់,Pursat,0000,,,1503,ភ្នំក្រវាញ,Phnum Kravanh,000000,សន្ទ្រែ,,00000000,,,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,យឹម សុខគិន,855 96 205 2873,None,12.3451705901523,103.775684363758,01/01/2023,https://maps.app.goo.gl/S9EfHC9QXqPmKmZaA,Operational,DIS_not_under_PRO
800058,150304,HC រកាត,HC Rokat,15,ពោធិ៍សាត់,Pursat,0000,,,1503,ភ្នំក្រវាញ,Phnum Kravanh,000000,រកាត,,00000000,,,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,ចាន់ បូរ៉ា,855 96 87 33 221,None,12.3417625755892,103.763520797016,01/01/2023,https://maps.app.goo.gl/ZB4UAq8DVLu2xEB49,Operational,DIS_not_under_PRO
331075,150305,HC អូរសោម,HC Ou Soam,15,ពោធិ៍សាត់,Pursat,0000,,,1503,ភ្នំក្រវាញ,Phnum Kravanh,000000,អូរសោម,,00000000,,,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,ជា សំណាង,855 15 419 151,None,12.5352973370703,103.919730338204,01/01/2023,https://maps.app.goo.gl/TeHGej1eMZQnvJEdA,Operational,DIS_not_under_PRO
586933,150306,HC ឧទ្យានសំកុសសែនជ័យ,HC Samkosh Sen Chey Garden,15,ពោធិ៍សាត់,Pursat,0000,,,1503,ភ្នំក្រវាញ,Phnum Kravanh,000000,ក្រពើពីរ,,00000000,,,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,ជឹម រដ្ឋា,855 96 899 9914,None,12.2913497256321,102.994668815914,01/01/2023,https://maps.app.goo.gl/TeHGej1eMZQnvJEdA,Operational,DIS_not_under_PRO
121732,150402,HC អន្លង់ត្នោត,HC Anglong Thnoat,15,ពោធិ៍សាត់,Pursat,1503,ក្រគរ,Krakor,1504,ក្រគរ,Krakor,000000,អន្លង់ត្នោត,,00000000,,,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,សំ ស៊ីដា,855 97 663 3088,None,12.530149969416,104.206258258675,01/01/2023,https://maps.app.goo.gl/s37AgVytw4aD2AkCA,Operational,COM_not_under_DIS
703980,150403,HC អូរសណ្តាន់,HC Ou Sandan,15,ពោធិ៍សាត់,Pursat,1503,ក្រគរ,Krakor,1504,ក្រគរ,Krakor,000000,អូរសណ្ដាន់,,00000000,,,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,វុទ្ធីស្រីលក្ខ័ណ៏,855 12 478 405,None,12.5291595069174,104.107132516544,01/01/2023,https://maps.app.goo.gl/JW3HqeQLwJHSM89HA,Operational,COM_not_under_DIS
564784,160118,HC ស្រែអង្គ្រង,HC Srae Angkrong,16,រតនគិរី,Ratanak Kiri,1602,បានលុង,Ban Lung,1601,បានលុង,Banlong,160402,ស្រែអង្គ្រង,Srae Angkrong,16040202,ភូមិ២,Phum Pir,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,ឃៀម ហ៊ីង,855 885580856,None,13.474453112566,106.628987995423,01/01/2021,,Operational,COM_not_under_DIS
584870,121008,NH មន្ទីរពេទ្យជ័យវ័រ្មនទី៧,NH Jaya Varaman VII,17,សៀមរាប,Siemreap,1701,សៀមរាប,Siem Reap,1701,មន្ទីរពេទ្យជាតិ,National Hopital,170201,គោគចក,Kouk Chark,17020101,ផ្សារដើមក្រឡាញ់,Phsar Deoum Kralanh,DPHI (Google Map),NH,National Hospital,មន្ទីរពេទ្យជាតិ,,NA,None,NA,13.3758195578065,103.861103244745,39814,,Operational,COM_not_under_DIS
437188,1702020,HC សៀងណាំកំពង់ភ្លុក,HC Seang Nam Kampong Pluk,17,សៀមរាប,Siemreap,1710,សៀមរាប,Siem Reap,1702,សៀមរាប,Siem Reap,000000,,,00000000,,,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,NA,NA,NA,13.2180980428631,103.974567883861,01/07/2022,,Operational,COM_not_under_DIS
506215,NA,RH ប៊ុន រ៉ានី ហ៊ុន សែន រុនតាឯក,RH Bun Rany Hun Sen Run ta ek,17,សៀមរាប,Siemreap,1710,បន្ទាយស្រី,Banteaysrey,1702,សៀមរាប,Siem Reap,170306,ត្បែង,Tbaeng,17030602,តានី,Tany,DPHI (GPS),RH,Referral Hospital,មន្ទីរពេទ្យបង្អែកស្រុក,,NA,None,None,13.4888317209476,104.018488292277,NA,,Operational,COM_not_under_DIS
081550,180120,HC ទំនប់រលក,HC Tomnub Rolok,18,ព្រះសីហនុ,Preah Sihanouk,1801,ស្ទឹងហាវ,Stueng Hav,1801,ព្រះសីហនុ,Preah Sihanouk,180303,ទំនប់រលក,Tumnob Rolok,18030302,ភូមិ2,Phum Pir,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,ហេង ប៉េងសាន្ត,855 16957718,None,10.7429077151657,103.628310705698,N/A,https://maps.app.goo.gl/efq4FQvUHZRgsvrdA,Operational,COM_not_under_DIS
288523,180122,HC ហ៊ុនសែនសន្តិភាព,HC Hun Sen Santepheap,18,ព្រះសីហនុ,Preah Sihanouk,1804,កំពង់ សិលា,Kampong Seila,1801,ព្រះសីហនុ,Preah Sihanouk,180304,កែវផុស,Kaev Phos,18030403,ឫទ្ធី២,Rithy 2,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,នួន ចាន់ដា,855 98699944,None,10.7685505377737,103.728117178918,N/A,https://maps.app.goo.gl/TVPJvXSgGEW2NuX56,Operational,COM_not_under_DIS
337592,190127,HC ព្រះនរោត្តមសីហនុរាជា និងសម្តេចព្រះវររាជមាតានរោត្តមមុនិនាថសីហនុអូរស្វាយ,HC Ou Svay,19,ស្ទឹងត្រែង,Stung Treng,1901,សេសាន,Sesan,1901,ស្ទឹងត្រែង,Steung Treng,000000,,,00000000,,,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,NA,NA,NA,13.8791595765111,106.009767626317,01/09/2022,,Operational,COM_not_under_DIS
700376,020518,RH មន្ទីរពេទ្យបង្អែកឯកភ្នំ,RH Ekphnom,02,បាត់ដំបង,Battambang,0208,សង្កែ,Sangkae,0205,សង្កែ,Sangkae,020501,ព្រែកនរិន្ទ,Preaek Norint,02050104,ព្រែកនរិន្ទ,Preaek Norint,DPHI (GPS),RH,Referral Hospital,មន្ទីរពេទ្យបង្អែកស្រុក,,Unknown,NA,NA,13.1608457513068,103.231204702513,01/01/2017,https://maps.app.goo.gl/9N7wEDVHBjkARgL76,Operational,COM_not_under_DIS
453496,210218,HC ពារាម,HC Peareang,21,តាកែវ,Takeo,2102,បាទី,Bati,2102,បាទី,Bati,000000,,,00000000,,,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,NA,NA,NA,11.2375563460909,104.862730512952,01/09/2022,,Operational,COM_not_under_DIS
965545,220127,HC ស្រះកែវ,HC Srash Keo,22,ឧត្តរមានជ័យ,Oddar Meanchey,2203,ចុងកាល់,Chong Kal,2201,សំរោង,Samraong,220302,ចុងកាល់,Chong Kal,22030406,ស្រះកែវ,Srash Keo,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,តឹង ចាន់រ៉ា,855 882901343,None,14.0363815927559,103.711298544157,01/05/2018,,Operational,VIL_not_under_COM
615744,230103,HC អូរក្រសារ,HC O Krasar,23,កែប,Kep,2301,កែប,Kaeb,2301,កែប,Kep,230203,អូរក្រសារ,Ou Krasar,23020302,ដំណាក់ចំបក់,Damnak Chambak,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,ហ៊ុន​ សុខគា,855 16584686,None,10.5590681306366,104.281105414997,01/01/2006,,Operational,COM_not_under_DIS
234106,240108,HC អូរចិតប្រាំ,HC Ou Chetbram,24,ប៉ៃលិន,Pailin,2401,ប៉ៃលិន,Pailin,2401,ប៉ៃលិន,Pailin,000000,,,00000000,,,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,NA,NA,NA,12.9556128047651,102.738003062403,01/02/2021,,Operational,COM_not_under_DIS
786918,250103,HC ទន្លេបិទ,HC Tonlebet,25,ត្បូងឃ្មុំ,Tboung Khmum,2507,ត្បូងឃ្មុំ,Tboung Khmum,2501,ត្បូងឃ្មុំ,Tbong Khmum,250208,ទន្លេបិទ,Tonlebet,25020801,យាយស,Yeay Sor,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,MPA,កាន់ សុភិន,012 479635,KannSophin974@gmail.com,11.9694714250312,105.480479185675,01/01/2006,https://maps.app.goo.gl/V2XBcJYoZp11GFiw5?g_st=com.google.maps.preview.copy,Operational,COM_not_under_DIS
184892,250509,HC តេជោសែនពាមជាំង,HC Techau Sen Pem Chaing,25,ត្បូងឃ្មុំ,Tboung Khmum,2504,អូររាំងឪ,Ou Reang Ov,2505,អូររាំងឪ,O Reang Ov,250407,ទួលសុភី,Toul Souphi,25040622,ថ្មីសែនជ័យ,Thmey sen chey,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,MPA,ម៉ា សុខុម,012 275 458,masokhom878@gmail.com,11.8558226832622,105.553110048728,08/02/2011,https://goo.gl/maps/jByoV3jZ3RQBJE5X7,Operational,VIL_not_under_COM
461281,030221,HC ជាលា​,HC Chea Lea,03,កំពង់ចាម,Kampong Cham,0302,បាធាយ,Batheay,0312,បាធាយ,Batheay,030110,ជាលា​,Chea Lea,,ជាលា,Chea Lea,,HC,Health Center,មណ្ឌលសុខភាព,,ទូច ឈុនហ៊ូយ,855 98236563,None,11.8986076,104.347201,19/3/2025,https://maps.app.goo.gl/zzzVS8K8Bew1PtNb8,Operational,COM_not_under_DIS
463290,030220,HC មេព្រីង,HC Mepring,03,កំពង់ចាម,Kampong Cham,0303,បាធាយ,Batheay,0312,បាធាយ,Batheay,030102,មេព្រីង,Mepring,,មេព្រីង,Mepring,,HC,Health Center,មណ្ឌលសុខភាព,,ឡឹក ឡេន,855 93806080,None,12.0220737,104.7971349,19/3/2025,https://maps.app.goo.gl/xc9nE3oF3vipWSvx9,Operational,COM_not_under_DIS
665481,030327,HC អូរស្វាយ,HC Ou Svay,03,កំពង់ចាម,Kampong Cham,0305,កំពង់សៀម,Kampong Siem,0303,កំពង់ចាម - កំពង់សៀម,Kampong Cham - Kg. Siem,030610,អូរស្វាយ,Ou Svay,03061005,ត្រពាំងកក់,Tranpeang Kak,Survey123 (WHO),HC,Health Center,មណ្ឌលសុខភាព,,លាង សុម៉ាលី,855 886074040,None,12.0864907659397,105.385360548871,01/03/2020,https://maps.app.goo.gl/vP4QW2s3TSWQmMEv9,Operational,COM_not_under_DIS
017261,050126,HC តាំងសំរោង,HC Taing Samroang,05,កំពង់ស្ពឺ,Kampong Speu,0506,ភ្នំស្រួច,Phnum Sruoch,0504,ភ្នំស្រួច,Phnom Srouch,000000,តាំងសំរោង,TANG SAMROUNG,00000000,ជ្រៃសែនជ័យ,Chrey SenChey,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,គង់ សុខណាង,855 16868022,NA,11.3682474595775,104.275568876232,01/07/2022,,Operational,COM_not_under_DIS
