HF_ID,HF_CODE,NAME_KH,NAME_EN,PRO_CODE,PRO_NAME_KH,PRO_NAME_EN,DIS_CODE,DIS_NAME_KH,DIS_NAME_EN,OD_CODE,OD_NAME_KH,OD_NAME_EN,COM_CODE,COM_NAME_KH,COM__NAME_EN,VIL_CODE,VIL_NAME_KH,VIL__NAME_EN,OWNERSHIP,ACRONYM,HF_TYPE_EN,HF_TYPE_KH,HF_LEVEL,HF_HEAD,CONTACT_NO,CONTACT_EMAIL,HF_LAT,HF_LON,START_DATE,GOOGLE_MAP_LINK,STATUS
532355,120303,HC កំបូល,HC Kambol,12,ភ្នំពេញ,Phnom Penh,1214,កំបូល,Kamboul,1203,ពោធិសែនជ័យ,Por Senchey,121409,កំបូល,Kamboul,12140901,ផ្សារកំបូល,Phsar Kamboul,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,ពេជ្រ វីរះ,855 12281914,pichsokha68@gmail.com,11.5232604068228,104.783080729465,01/01/2006,https://maps.app.goo.gl/BcTZi116pGrz2RxT8,Operational
245030,120304,HC ស្នោរ,HC Snor,12,ភ្នំពេញ,Phnom Penh,1214,កំបូល,Kamboul,1203,ពោធិសែនជ័យ,Por Senchey,121404,ស្នោរ,Snaor,12140416,ទួលលៀប,Tuol Lieb,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,ឡេង ចាន់ធូ,855 98 269908,sophanny2015@gmail.com,11.573780098364,104.758955566751,01/01/2006,https://maps.app.goo.gl/w8skszom54d6UDRx9,Operational
851168,120306,HC បឹងធំ,HC Boeng Thom,12,ភ្នំពេញ,Phnom Penh,1214,កំបូល,Kamboul,1203,ពោធិសែនជ័យ,Por Senchey,1214082,បឹងធំ,Boeng Thum,121408209,ខ្ចៅ,Khchau,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,សុខ សុវណ្ណរ័ត្ន,855 98764563,soksovannroath@gmail.com,11.4727051761957,104.760658450155,02/07/2012,https://maps.app.goo.gl/Ar4oF5UVv7zkm2NaA,Operational
855325,120307,HC ពោធិ៍​សែនជ័យ,HC Pur SenChey,12,ភ្នំពេញ,Phnom Penh,1209,ពោធិ៍សែនជ័យ,Pur SenChey,1203,ពោធិសែនជ័យ,Por Senchey,120917,កាកាបទី១,Kakab 1,12091703,តាងួន១,Ta Nguon 1,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,សោម សុផាណ្ណារា,855 17540786/855 70202198,s.sophanara.ss@gmail.com,11.5606918823602,104.848313748404,01/07/2016,https://maps.app.goo.gl/yetb3yXRbM7BJW2eA,Operational
933440,120308,HC ឪឡោក,HC Oev Lork,12,ភ្នំពេញ,Phnom Penh,1214,កំបូល,Kamboul,1203,ពោធិសែនជ័យ,Por Senchey,121403,ឪឡោក,Ovlaok,12140306,ត្រពាំងពោធិ៍,Trapeang Pou,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,រុន រតនា,855 17588388,rathana.run88@gmail.com,11.566011,104.753846,01/01/2019,https://maps.app.goo.gl/bVFG4xv6ogrYoQpJ6,Operational
895925,120309,HC ប្រទះឡាង,HC Brateaslang,12,ភ្នំពេញ,Phnom Penh,1214,កំបូល,Kamboul,1203,ពោធិសែនជ័យ,Por Senchey,121407,ប្រទះឡាង,Proteas Lang,12140702,ភា,Phea,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,ញឹម ស៊ីណាត,855 966240251,None,11.4650408469955,104.793391124699,01/01/2023,https://maps.app.goo.gl/F4vVN9vyZToMbgBt9,Operational
714377,120310,HC ដំណាក់ត្រយឹង,HC Damnak Trayeung,12,ភ្នំពេញ,Phnom Penh,1209,ពោធិ៍សែនជ័យ,Pur SenChey,1203,ពោធិសែនជ័យ,Por Senchey,120915,ចោមចៅទី២,Chaom Chau 2,12091504,ដំណាក់ត្រយឹង,Damnak Troryoeng,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,ម៉ឺន រិទ្ធីគង់,855 89954944,rithykongmoeun@gmail.com,11.4974775912918,104.832825495639,29/11/2023,https://maps.app.goo.gl/3eL4rYhSsbRgm7Lu6,Operational
677706,120311,HC កន្ទោក,HC Kontork,12,ភ្នំពេញ,Phnom Penh,1214,កំបូល,Kombol,1203,ពោធិសែនជ័យ,Por Senchey,121402,កន្ទោក,Kontork,12140211,កំរៀង,Komreang,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,ពួយ ស៊ិននី,17459056,sinny.pouy@gmail.com,11.5118064893942,104.784749866355,01/01/2024,https://maps.app.goo.gl/w7AD1EneKUqCJQwLA?,Operational
527944,,HP ព្រៃស្ពឺ,HP Prey Speu,12,ភ្នំពេញ,Phnom Penh,1209,ពោធិ៍សែនជ័យ,Pur SenChey,1203,ពោធិសែនជ័យ,Por Senchey,120915,ចោមចៅទី២,Chaom Chau 2,12091509,ព្រៃស្ពឺ,Prey Spueu,DPHI (GPS),HP,Health Post,ប៉ុស្តិ៍សុខភាព,,ស៊ីម ធីតា,855 12996631,simthida@gmail.com,11.505006530494,104.828026057918,2017,https://maps.app.goo.gl/tk4s2XcyHzFypxP27,Operational
043484,120403,HC ស្ទឹងមានជ័យ,HC Stoeung Mean Chey,12,ភ្នំពេញ,Phnom Penh,1206,មានជ័យ,Mean Chey,1204,បាសាក់,Bassak,120609,ស្ទឹងមានជ័យទី២,Stueng Mean chey 2,12060901,ភ្នាត,Phneat,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,ហ៊ាង មករា,855 12839162,hengmakara88@yahoo.com,11.5446002735737,104.895946522414,01/01/2006,https://maps.app.goo.gl/66U3Do8bHMwwQzkBA,Operational
769276,120409,RH មន្ទីរពេទ្យបង្អែកច្បារអំពៅ,RH Chba Ampov,12,ភ្នំពេញ,Phnom Penh,1206,មានជ័យ,Mean Chey,1204,បាសាក់,Bassak,000000,,,00000000,,,DPHI (GPS),RH,Referral Hospital,មន្ទីរពេទ្យបង្អែកស្រុក,,NA,NA,NA,11.5301349699234,104.937250890169,01/01/2022,,Operational
572856,NA,HC ដំណាក់ត្រយឹង,HC Damnak Trayeung,12,ភ្នំពេញ,Phnom Penh,1209,ពោធិ៍សែនជ័យ,Pur SenChey,1203,ពោធិសែនជ័យ,Por Senchey,000000,,,00000000,,,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,,,,11.4974775912918,104.832825495639,,,Operational
067915,NA,HC កន្ទោក,HC Kantok,12,ភ្នំពេញ,Phnom Penh,1209,ពោធិ៍សែនជ័យ,Pur SenChey,1203,ពោធិសែនជ័យ,Por Senchey,000000,,,00000000,,,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,,,,11.5118064893942,104.784749866355,,,Operational
310693,NA,HP ព្រៃស្ពឺ,HP Prey Speu,12,ភ្នំពេញ,Phnom Penh,1209,ពោធិ៍សែនជ័យ,Pur SenChey,1203,ពោធិសែនជ័យ,Por Senchey,120915,ចោមចៅទី២,Chaom Chau 2,12091509,ព្រៃស្ពឺ,Prey Spueu,DPHI (GPS),HP,Health Post,ប៉ុស្តិ៍សុខភាព,,មិញ សុវណ្ណា,855 12250790,None,11.505006530494,104.828026057918,2017,,Operational
953964,150302,HC រវៀង,HC Rovieng,15,ពោធិ៍សាត់,Pursat,0000,,,1503,ភ្នំក្រវាញ,Phnum Kravanh,000000,សំរោង,Samroang,00000000,,,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,ស្រុង ធានី,855 93 836 44,None,12.320476505001,103.513278760341,01/01/2023,https://maps.app.goo.gl/cn4xUjXvrNF8FWHg9,Operational
014411,150303,HC សន្ទ្រែ,HC Santrae,15,ពោធិ៍សាត់,Pursat,0000,,,1503,ភ្នំក្រវាញ,Phnum Kravanh,000000,សន្ទ្រែ,,00000000,,,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,យឹម សុខគិន,855 96 205 2873,None,12.3451705901523,103.775684363758,01/01/2023,https://maps.app.goo.gl/S9EfHC9QXqPmKmZaA,Operational
800058,150304,HC រកាត,HC Rokat,15,ពោធិ៍សាត់,Pursat,0000,,,1503,ភ្នំក្រវាញ,Phnum Kravanh,000000,រកាត,,00000000,,,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,ចាន់ បូរ៉ា,855 96 87 33 221,None,12.3417625755892,103.763520797016,01/01/2023,https://maps.app.goo.gl/ZB4UAq8DVLu2xEB49,Operational
331075,150305,HC អូរសោម,HC Ou Soam,15,ពោធិ៍សាត់,Pursat,0000,,,1503,ភ្នំក្រវាញ,Phnum Kravanh,000000,អូរសោម,,00000000,,,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,ជា សំណាង,855 15 419 151,None,12.5352973370703,103.919730338204,01/01/2023,https://maps.app.goo.gl/TeHGej1eMZQnvJEdA,Operational
586933,150306,HC ឧទ្យានសំកុសសែនជ័យ,HC Samkosh Sen Chey Garden,15,ពោធិ៍សាត់,Pursat,0000,,,1503,ភ្នំក្រវាញ,Phnum Kravanh,000000,ក្រពើពីរ,,00000000,,,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,ជឹម រដ្ឋា,855 96 899 9914,None,12.2913497256321,102.994668815914,01/01/2023,https://maps.app.goo.gl/TeHGej1eMZQnvJEdA,Operational
121732,150402,HC អន្លង់ត្នោត,HC Anglong Thnoat,15,ពោធិ៍សាត់,Pursat,1503,ក្រគរ,Krakor,1504,ក្រគរ,Krakor,000000,អន្លង់ត្នោត,,00000000,,,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,សំ ស៊ីដា,855 97 663 3088,None,12.530149969416,104.206258258675,01/01/2023,https://maps.app.goo.gl/s37AgVytw4aD2AkCA,Operational
703980,150403,HC អូរសណ្តាន់,HC Ou Sandan,15,ពោធិ៍សាត់,Pursat,1503,ក្រគរ,Krakor,1504,ក្រគរ,Krakor,000000,អូរសណ្ដាន់,,00000000,,,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,វុទ្ធីស្រីលក្ខ័ណ៏,855 12 478 405,None,12.5291595069174,104.107132516544,01/01/2023,https://maps.app.goo.gl/JW3HqeQLwJHSM89HA,Operational
406203,1702018,HC អំពិល,HC Ampil,17,សៀមរាប,Siemreap,1709,ប្រាសាទបាគង,Prasat Bakong,1702,សៀមរាប,Siem Reap,170910,អំពិល,Ampil,17091007,បង្កោង,Bangkaong,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,NA,None,None,13.4063967113036,103.988757835049,01/04/2010,,Operational
437188,1702020,HC សៀងណាំកំពង់ភ្លុក,HC Seang Nam Kampong Pluk,17,សៀមរាប,Siemreap,1710,សៀមរាប,Siem Reap,1702,សៀមរាប,Siem Reap,000000,,,00000000,,,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,NA,NA,NA,13.2180980428631,103.974567883861,01/07/2022,,Operational
463266,180106,HC អូរឧកញ្ញ៉ាហេង,HC O Oknha Heng,18,ព្រះសីហនុ,Preah Sihanouk,1806,កំពង់សោម,Kampong Saom,1801,ព្រះសីហនុ,Preah Sihanouk,180604,អូរឧកញ៉ាហេង,Ou Oknha Heng,18060402,បត់គគីរ,Bat Kokir,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,សេង រដ្ឋា,855 962289222,None,10.5870626545013,103.762664753604,01/01/2006,https://maps.app.goo.gl/MTKnfjbGRKRx9xxaA,Operational
339024,180107,HC អូរជ្រៅ,HC O Chrov,18,ព្រះសីហនុ,Preah Sihanouk,1806,កំពង់សោម,Kampong Saom,1801,ព្រះសីហនុ,Preah Sihanouk,180603,អូរជ្រៅ,Ou Chrov,18060302,អូរជ្រៅ,Ou Chrov,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,ម៉ាត់ រ៉មលី,855 16499194,None,10.5624104518775,103.781174435934,01/01/2006,https://maps.app.goo.gl/WGyUaiT29Zvh2ELf6,Operational
077795,180108,HC រាម,HC Ream,18,ព្រះសីហនុ,Preah Sihanouk,1806,កំពង់សោម,Kampong Saom,1801,ព្រះសីហនុ,Preah Sihanouk,180605,រាម,Ream,18060502,រាម,Ream,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,ឈួន ពិដោសណ្តាប់,855 16625011,None,10.5858104836543,103.64845680268,01/01/2006,https://maps.app.goo.gl/gTmjmZ4GzKxoMJ2Y6,Operational
656349,180121,HC ក្រុងកោះរ៉ុង,HC Krong Koh Rong,18,ព្រះសីហនុ,Preah Sihanouk,1805,កោះរ៉ុង,KohRong,1801,ព្រះសីហនុ,Preah Sihanouk,180502,កោះរ៉ុងសន្លឹម,Koh Rong Sanloem,18050201,កោះតូច,Koh Touch,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,ហ៊ត​ សុឃាក់,855 15345167,None,10.6833675326368,103.273274766509,N/A,https://maps.app.goo.gl/swWPEi9q9h2wpmtM7,Operational
780145,,HP កោះរ៉ុង,HP Koh Rong,18,ព្រះសីហនុ,Preah Sihanouk,1805,កោះរ៉ុង,KohRong,1801,ព្រះសីហនុ,Preah Sihanouk,180501,កោះរ៉ុង,Koh Rong,18050102,ព្រែកស្វាយ,Preaek Svay,DPHI (GPS),HP,Health Post,ប៉ុស្តិ៍សុខភាព,,បុត្រ តារាវិសាល,855 15814197,None,10.7106459196711,103.309497504514,N/A,https://maps.app.goo.gl/jYzBtNtxGiSLqMJ3A,Operational
345662,,HP កោះរ៉ុងសន្លឹម,HP Koh Rong Sanloem,18,ព្រះសីហនុ,Preah Sihanouk,1805,កោះរ៉ុង,KohRong,1801,ព្រះសីហនុ,Preah Sihanouk,180502,កោះរ៉ុងសន្លឹម,Koh Rong Sanloem,18050202,កោះរ៉ុងសន្លឹម,Koh Rong Sanloem,DPHI (GPS),HP,Health Post,ប៉ុស្តិ៍សុខភាព,,ប៉ន ស្រីកា,855 89659565,None,10.6175327602793,103.304251519589,N/A,https://maps.app.goo.gl/C1KDLZn4p1BxNWiAA,Operational
337592,190127,HC ព្រះនរោត្តមសីហនុរាជា និងសម្តេចព្រះវររាជមាតានរោត្តមមុនិនាថសីហនុអូរស្វាយ,HC Ou Svay,19,ស្ទឹងត្រែង,Stung Treng,1901,សេសាន,Sesan,1901,ស្ទឹងត្រែង,Steung Treng,000000,,,00000000,,,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,NA,NA,NA,13.8791595765111,106.009767626317,01/09/2022,,Operational
453496,210218,HC ពារាម,HC Peareang,21,តាកែវ,Takeo,2102,បាទី,Bati,2102,បាទី,Bati,000000,,,00000000,,,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,NA,NA,NA,11.2375563460909,104.862730512952,01/09/2022,,Operational
234106,240108,HC អូរចិតប្រាំ,HC Ou Chetbram,24,ប៉ៃលិន,Pailin,2401,ប៉ៃលិន,Pailin,2401,ប៉ៃលិន,Pailin,000000,,,00000000,,,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,NA,NA,NA,12.9556128047651,102.738003062403,01/02/2021,,Operational
923700,040310,HC ក្តុល,HC Kdol,04,កំពង់ឆ្នាំង,Kampong Chhnang,0408,ទឹកផុស,Tuek Phos,0403,បរិបូណ៍,Boribo,040809,ក្ដុលសែនជ័យ,Kdol Saen Chey,04080901,ក្ដុល,Kdol,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,លី ចន្នី,855 12373046,None,12.2388647016776,104.277094798909,01/03/2011,,Operational
017261,050126,HC តាំងសំរោង,HC Taing Samroang,05,កំពង់ស្ពឺ,Kampong Speu,0506,ភ្នំស្រួច,Phnum Sruoch,0504,ភ្នំស្រួច,Phnom Srouch,000000,តាំងសំរោង,TANG SAMROUNG,00000000,ជ្រៃសែនជ័យ,Chrey SenChey,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,គង់ សុខណាង,855 16868022,NA,11.3682474595775,104.275568876232,01/07/2022,,Operational
137353,050312,HC ត្រាចទង,HC Trach Tong,05,កំពង់ស្ពឺ,Kampong Speu,0505,ឧដុង្គ,Odongk,0503,ឧដ្ដុង,Ou Dongk,000000,ត្រាចទង,Trach Tong,00000000,ត្រពាំងលើក,Tropeang Lerk,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,ឃុត គឹមសួរ,855 12805065,NA,11.7173021029689,104.64633472494,01/08/2022,,Operational
790755,060224,HC ផាត់សណ្តាយ,HC Phatsanday,06,កំពង់ធំ,Kampong Thom,0607,កំពង់ស្វាយ,Santuk,0602,កំពង់ធំ,Kampong Thom,000000,ផាត់សណ្តាយ,Phatsanday,00000000,កំពង់ចម្លង,Kampong chomlong,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,សួង ម៉ាប់,855 92261945,NA,12.5322917850463,104.468502402508,01/01/2023,,Operational
750220,060122,HC ពង្រ,HC Pong Ro,06,កំពង់ធំ,Kampong Thom,0601,បារាយណ៍,Baray,0601,បារាយណ៍សន្ទុក,Baray and Santuk,060901,ពង្រ,Pongro,06090103,ពង្រ,Pongro,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,ឈួន សុធី,855 92994444,NA,12.2393079428881,105.10946985491,11/03/2013,,Operational
726427,NA,HP ដូង,HP Dong,06,កំពង់ធំ,Kampong Thom,0608,ប្រាសាទបល្ល័ង្គ,Prasat Ballangk,0603,ស្ទោង,Stong,NA,ដូង,Dong,NA,តេជោអភិវឌ្ឍន៍និងត្រប់សុខសែនជ័យ,Techo aphivoth and Trap soksenchey,DPHI (GPS),HP,Health Post,ប៉ុស្តិ៍សុខភាព,,អ៊ុត អេន,855 17688224,NA,13.0472506208824,104.676355410711,19/03/2025,,Operational
918224,080413,HC ព្រែកតាកូវ,HC Prek Takov,08,កណ្ដាល,Kandal,0813,ក្រុងអរិយក្សត្រ,Akreiy Ksatr,0804,ខ្សាច់កណ្តាល,Ksach Kandal,081305,ព្រែកតាកូវ,Prek Takov,08130501,ព្រែកល្វា,Prek Lvea,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,Unknown,NA,NA,11.6117085129316,104.951817605437,01/04/2010,,Operational
372399,080414,HC បាក់ដាវ,HC Bak Dav,08,កណ្ដាល,Kandal,0813,ក្រុងអរិយក្សត្រ,Akreiy Ksatr,0804,ខ្សាច់កណ្តាល,Ksach Kandal,081301,បាក់ដាវ,Bak Dav,08130102,បាក់ដាវលើ,Bak Dav Leu,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,Unknown,NA,NA,11.59914,105.111,01/06/2013,,Operational
302649,080415,HC កោះឧកញ៉ាតី,HC Koh okhnatey,08,កណ្ដាល,Kandal,0813,ក្រុងអរិយក្សត្រ,Akreiy Ksatr,0804,ខ្សាច់កណ្តាល,Ksach Kandal,081302,កោះឧកញ្ញាតី,Koh Oknhatey,08130202,កណ្ដាលកោះ,Kandal Koh,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,Unknown,NA,NA,11.6316897216104,104.939985709923,01/06/2013,,Operational
205470,080416,HC ស្វាយជ្រំ,HC Svay chrum,08,កណ្ដាល,Kandal,0813,ក្រុងអរិយក្សត្រ,Akreiy Ksatr,0804,ខ្សាច់កណ្តាល,Ksach Kandal,081306,ស្វាយជ្រំ,Svay Chrum,08130601,ស្វាយជ្រំ,Svay Chrum,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,Unknown,NA,NA,11.5895227556343,104.954158245965,01/04/2014,,Operational
692594,080417,HC ស្វាយរមៀត,HC Svay Romeat,08,កណ្ដាល,Kandal,0813,ខ្សាច់កណ្ដាល,Khsach Kandal,0804,ខ្សាច់កណ្តាល,Ksach Kandal,081307,ស្វាយរមៀត,Svay Romeat,08130702,ឈើទាល,Chheu Teal,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,Unknown,NA,NA,11.7966348394185,105.022084513131,01/07/2017,,Operational
