HF_ID,HF_CODE,NAME_KH,NAME_EN,PRO_CODE,PRO_NAME_KH,PRO_NAME_EN,DIS_CODE,DIS_NAME_KH,DIS_NAME_EN,OD_CODE,OD_NAME_KH,OD_NAME_EN,COM_CODE,COM_NAME_KH,COM__NAME_EN,VIL_CODE,VIL_NAME_KH,VIL__NAME_EN,OWNERSHIP,ACRONYM,HF_TYPE_EN,HF_TYPE_KH,HF_LEVEL,HF_HEAD,CONTACT_NO,CONTACT_EMAIL,HF_LAT,HF_LON,START_DATE,GOOGLE_MAP_LINK,STATUS,code_issues
124438,12030303,HC ត្រពាំងអញ្ចាញ,HC Trapeang Anchanh,12,ភ្នំពេញ,Phnom Penh,1209,ពោធិ៍សែនជ័យ,Pur SenChey,1203,ពោធិសែនជ័យ,Por Senchey,120901,ត្រពាំងក្រសាំង,Trapeang Krasang,12090106,ត្រពាំងអញ្ចាញ,Trapeang Anhchanh,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,ស៊ឹម សុម៉ាលី,855 12530199,lysoma738@gmail.com,11.5833679450572,104.788168786887,01/01/2006,,Operational,HF_CODE:len8!=6
928107,130104003,HC តាកឹង,HC Takeoung,13,ព្រះវិហារ,Preah Vihear,1304,គូលែន,Kuleaen,1301,ត្បែងមានជ័យ,Tbeng Meanchey,130403,ថ្មី,Thmei,13040303,ពង្រ,Pongro,DPHI (GPS),HC,Health Center with beds,មណ្ឌលសុខភាពមានគ្រែ,,ទិត សីហា,855 978875 064,None,13.8698407161011,104.82724668066,01/01/2016,,Operational,HF_CODE:len9!=6
066080,130104004,HC សែនរុងរឿង២,HC Sen Rong Reurng 2,13,ព្រះវិហារ,Preah Vihear,1303,ជាំក្សាន្ដ,Choam Ksant,1301,ត្បែងមានជ័យ,Tbeng Meanchey,130308,មរកត,Morokot,13030804,សែនរុងរឿង២,Sen Rung Roeung 2,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,ថោង ថាវង្ស,855 889867937,None,14.11119701,105.1286285,01/02/2015,,Operational,HF_CODE:len9!=6
217849,130104005,HC តេជោសែនជ័យ,HC Texho SenChey,13,ព្រះវិហារ,Preah Vihear,1303,ជាំក្សាន្ដ,Choam Ksant,1301,ត្បែងមានជ័យ,Tbeng Meanchey,130307,ស្រអែម,Sra Em,13030703,សែនជ័យ,Sen Chey,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,លី ម៉េងហ៊ួរ,855 973633355,None,14.31824748,104.7965054,01/02/2016,,Operational,HF_CODE:len9!=6
636713,130104006,HC ពើក,HC Peuk,13,ព្រះវិហារ,Preah Vihear,1301,ជ័យសែន,Chey Saen,1301,ត្បែងមានជ័យ,Tbeng Meanchey,130106,ពុទ្រា,Putrea,13010602,ពើក,Peuk,DPHI (GPS),HC,Health Center with beds,មណ្ឌលសុខភាពមានគ្រែ,,អ៊ុក វណ្ណៈ,855 977329997,None,13.5140617358928,105.237995082779,01/10/2016,,Operational,HF_CODE:len9!=6
487112,130104007,HC សែនរុងរឿង៣,HC Sen Rung Reoung 3,13,ព្រះវិហារ,Preah Vihear,1303,ជាំក្សាន្ដ,Choam Ksant,1301,ត្បែងមានជ័យ,Tbeng Meanchey,130308,ទឹកក្រហម,Teuk kraham,13030805,សែនរុងរឿង៣,Sen Rung Roeung 3,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,អ៊ុន ពិសី,855 976706699,None,14.102076779449,105.147908186487,01/01/2016,,Operational,HF_CODE:len9!=6
659625,130104008,HC សែនរុងរឿង៤,HC Sen Rung Reoung 4,13,ព្រះវិហារ,Preah Vihear,1303,ជាំក្សាន្ដ,Choam Ksant,1301,ត្បែងមានជ័យ,Tbeng Meanchey,130308,ទឹកក្រហម,Morokot,13030806,សែនរុងរឿង៤,Sen Rung Roeung 4,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,សេង មករា,855 11887142,None,14.1123073329213,105.23456378279,01/01/2016,,Operational,HF_CODE:len9!=6
556490,130104009,HC ម្លូព្រៃ,HC Mluo Prey,13,ព្រះវិហារ,Preah Vihear,1302,ឆែប,Chhaeb,1301,ត្បែងមានជ័យ,Tbeng Meanchey,130205,ម្លូព្រៃមួយ,Mlu Prey Muoy,13020501,ម្លូព្រៃ,Mlu Prey,DPHI (GPS),HC,Health Center with beds,មណ្ឌលសុខភាពមានគ្រែ,,ទឹម ឡាលីន,855 12867716,None,13.8046817361367,105.281180968332,01/01/2016,,Operational,HF_CODE:len9!=6
900684,130104010,HC សែនរុងរឿង៥,HC Sen Rong Reoung 5,13,ព្រះវិហារ,Preah Vihear,1303,ជាំក្សាន្ដ,Choam Ksant,1301,ត្បែងមានជ័យ,Tbeng Meanchey,130302,ទឹកក្រហម,Tuek Kraham,13030213,សែនរុងរឿង៥,Sen Rung Roeung 5,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,ញ៉ែម សុវិមាន,855 884719808,None,14.18987434,105.1525185,01/06/2017,,Operational,HF_CODE:len9!=6
945698,130104011,RH មន្ទីរពេទ្យបង្អែកជាំក្សាន,RH Chamksan,13,ព្រះវិហារ,Preah Vihear,1303,ជាំក្សាន្ដ,Choam Ksant,1301,ត្បែងមានជ័យ,Tbeng Meanchey,130301,ជាំក្សាន្ដ,Cham Ksant,13030101,ជាំក្សាន្ដ,Cham Ksant,DPHI (GPS),RH,Referral Hospital,មន្ទីរពេទ្យបង្អែកស្រុក,,ឡេង គឹមឈាង,855 9745 55 244,None,14.217399970308,104.94338726975,01/07/2018,,Operational,HF_CODE:len9!=6
497510,130104012,HC ឈើទាលគង,HC ChheurtealKorng,13,ព្រះវិហារ,Preah Vihear,1303,ជាំក្សាន្ដ,Choam Ksant,1301,ត្បែងមានជ័យ,Tbeng Meanchey,130301,ជាំក្សាន្ដ,Cham Ksant,13030101,ជាំក្សាន្ដ,Cham Ksant,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,អ៊ក ដុល្លា,855 318924168,None,14.3595466370434,104.858385894308,01/01/2019,,Operational,HF_CODE:len9!=6
970698,130104013,HC រណៈសិរ្យ,HC Ronak Se,13,ព្រះវិហារ,Preah Vihear,1306,សង្គមថ្មី,Sangkum Thmei,1301,ត្បែងមានជ័យ,Tbeng Meanchey,130605,រណសិរ្ស,Ronak Ser,13060501,តាសែងកណ្ដាល,Ta Saeng Kandal,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,ព្រំ ញ៉ី,855 972685618,None,13.3937454491619,104.778439604702,01/09/2019,,Operational,HF_CODE:len9!=6
170315,130104023,HC ប្រមេរ,HC Prome,13,ព្រះវិហារ,Preah Vihear,1303,ត្បែងមានជ័យ,Tbaeng Mean Chey,1301,ត្បែងមានជ័យ,Tbeng Meanchey,130704,ពោធិ៏,Pou,13070401,ពោធិ៏,Pou,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,ស៊ុន ធារី,885 77360667,None,13.8631246139168,105.03357192796,01/02/2021,,Operational,HF_CODE:len9!=6
717524,16010502,HP យ៉ាទុង,HP Yatong,16,រតនគិរី,Ratanak Kiri,1607,អូរយ៉ាដាវ,Ou Ya Dav,1602,បរកែវ,Borkeo,160707,យ៉ាទុង,Ya Tung,16070701,តេនង៉ល,Ten Ngol,DPHI (GPS),HP,Health Post,ប៉ុស្តិ៍សុខភាព,,សេវ ផេវ,855 974563163,None,13.6754749,107.4274658,01/01/2006,,Operational,HF_CODE:len8!=6
172467,16010701,HP កុកឡាក់,HP Kok Lak,16,រតនគិរី,Ratanak Kiri,1609,វើនសៃ,Veun Sai,1601,បានលុង,Banlong,160907,កុកឡាក់,Kok Lak,16090702,រ៉ក,Rak,DPHI (GPS),HP,Health Post,ប៉ុស្តិ៍សុខភាព,,ប៊ុត​ ប៊ុនប៉ន,855 964255553,None,14.015098,106.848005,01/01/2006,,Operational,HF_CODE:len8!=6
081654,16010702,HP ប៉ាកាឡាន់,HP Pakalan,16,រតនគិរី,Ratanak Kiri,1609,វើនសៃ,Veun Sai,1601,បានលុង,Banlong,160908,ប៉ាកាឡាន់,Pa Kalan,16090801,ប៉ាកាឡាន់,Pa Kalan,DPHI (GPS),HP,Health Post,ប៉ុស្តិ៍សុខភាព,,ចាន់ សុគី,855​ 978190973,None,13.93748224,106.7601695,01/01/2006,,Operational,HF_CODE:len8!=6
865403,16010703,HP ហាត់ប៉ក់,HP Hat Pok,16,រតនគិរី,Ratanak Kiri,1609,វើនសៃ,Veun Sai,1601,បានលុង,Banlong,160903,ហាត់ប៉ក់,Hat Pak,16090301,ហាត់ប៉ក់,Hat Pak,DPHI (GPS),HP,Health Post,ប៉ុស្តិ៍សុខភាព,,ចាន់​ ប៊ុនស៊ឺន,855 977723676,None,13.83127257,106.6988027,01/01/2006,,Operational,HF_CODE:len8!=6
327310,16010901,HP តាបូក,HP Ta Bok,16,រតនគិរី,Ratanak Kiri,1608,តាវែង,Ta Veaeng,1601,បានលុង,Banlong,160801,តាវែងលើ,Ta Veaeng Leu,16080104,តាបូក,Ta Bouk,DPHI (GPS),HP,Health Post,ប៉ុស្តិ៍សុខភាព,,គង់​ សំអឿន,855 314394444,None,14.063251,107.162466,01/01/2007,,Operational,HF_CODE:len8!=6
874753,16011101,HP សេរីមង្គល,HP Sery Mongkol,16,រតនគិរី,Ratanak Kiri,1604,កូនមុំ,Koun Mom,1601,បានលុង,Banlong,160401,សិរីមង្គល,Serei Mongkol,16040102,ស្រែពកតូច,Srae Pok Touch,DPHI (GPS),HP,Health Post,ប៉ុស្តិ៍សុខភាព,,ពិ​​ បូវឿង,855 884005566,None,13.46623989,106.879349,01/01/2006,,Operational,HF_CODE:len8!=6
731872,16011103,HC ប៉ូយ,HC Poy,16,រតនគិរី,Ratanak Kiri,1606,អូរជុំ,Ou Chum,1601,បានលុង,Banlong,160602,ប៉ូយ,Pouy,16060206,ខ្មែង,Khmaeng,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,ឌី ប៊ុនថាត់,855 88 7368977,None,13.90627,107.02386,01/02/2017,,Operational,HF_CODE:len8!=6
201061,16011104,HC តឺន,HC Teoun,16,រតនគិរី,Ratanak Kiri,1604,កូនមុំ,Koun Mom,1601,បានលុង,Banlong,160404,តឺន,Teun,16040404,កាំបាក់,Kam Bak,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,ពិ ប៊ុណ្ណារ៉ា,855 889595368,None,13.67861171,106.8495264,01/02/2017,,Operational,HF_CODE:len8!=6
834574,16011105,HC ល្បាំង១,HC Lbang 1,16,រតនគិរី,Ratanak Kiri,1605,លំផាត់,Lumphat,1601,បានលុង,Banlong,160503,ល្បាំង១,Lbang Muoy,16050303,កាទៀង,Ka Tieng,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,ពិ ចាន់ឡំ,855 979385154,None,13.63926146,106.9526449,01/02/2017,,Operational,HF_CODE:len8!=6
519464,16011106,HC សេដា,HC Se Da,16,រតនគិរី,Ratanak Kiri,1605,លំផាត់,Lumphat,1601,បានលុង,Banlong,160506,សេដា,Seda,16050607,សាមុត្រក្រោម,Samot Kraom,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,ស្រី នួយ,855 977529250,None,13.5207389114561,107.188823209724,01/02/2017,,Operational,HF_CODE:len8!=6
406203,1702018,HC អំពិល,HC Ampil,17,សៀមរាប,Siemreap,1709,ប្រាសាទបាគង,Prasat Bakong,1702,សៀមរាប,Siem Reap,170910,អំពិល,Ampil,17091007,បង្កោង,Bangkaong,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,NA,None,None,13.4063967113036,103.988757835049,01/04/2010,,Operational,HF_CODE:len7!=6
260764,1702019,HC រុនតាឯក,HC Ron Ta Eak,17,សៀមរាប,Siemreap,1703,បន្ទាយស្រី,Banteay Srei,1702,សៀមរាប,Siem Reap,170305,រុនតាឯក,Run Ta Aek,17030504,រុន,Run,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,NA,None,None,13.46564196,103.9982223,01/04/2016,,Operational,HF_CODE:len7!=6
437188,1702020,HC សៀងណាំកំពង់ភ្លុក,HC Seang Nam Kampong Pluk,17,សៀមរាប,Siemreap,1710,សៀមរាប,Siem Reap,1702,សៀមរាប,Siem Reap,000000,,,00000000,,,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,NA,NA,NA,13.2180980428631,103.974567883861,01/07/2022,,Operational,HF_CODE:len7!=6
995402,17041101,HC ពោធិទ្រាយ,HC Po Treay,17,សៀមរាប,Siemreap,1707,ពួក,Puok,1704,អង្គរជុំ,Angkor Chhum,170709,ពោធិទ្រាយ,Po Treay,17070902,ទ្រាយ,Treay,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,NA,None,None,13.344394817804,103.529105567421,01/02/2013,,Operational,HF_CODE:len8!=6
339176,21041403,HC រាមអណ្តើក,HC Ream Andaek,21,តាកែវ,Takeo,2104,គីរីវង់,Kiri Vong,2104,គិរីវង់,Kirivong,210410,រាមអណ្ដើក,Ream Andaeuk,21041005,ត្រពាំងខ្ចៅ,Trapeang Khchau,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,ស៊ា ភា,855 12932095,None,10.7026514304563,104.759825251534,01/06/2015,,Operational,HF_CODE:len8!=6
664971,21041402,HC ធ្លាប្រជុំ,HC Thlea Prachum,21,តាកែវ,Takeo,2105,កោះអណ្ដែត,Kaoh Andaet,2106,កោះ​អណ្ដែត,Koh Andeth,210506,ធ្លាប្រជុំ,Thlea Prachum,21050604,អណ្ដូងសំរិទ្ធិ,Andoung Samretth,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,សូ ទូច,855 974411166,None,10.7968836721566,104.879141315159,01/01/2006,,Operational,HF_CODE:len8!=6
382364,20151102,RH មន្ទីរពេទ្យបង្អែកអង្គរបូរី,RH Angkor Borei,21,តាកែវ,Takeo,2101,អង្គរបូរី,Angkor Borei,2105,ព្រៃកប្បាស,Prey Kabass,210101,អង្គបូរី,Angkor Borei,21010106,សាមគ្គី,Sameakki,DPHI (GPS),RH,Referral Hospital,មន្ទីរពេទ្យបង្អែកស្រុក,,សេង គីម,855 12968024,None,10.9991600488327,104.973881616568,01/01/2017,,Operational,HF_CODE:len8!=6
247876,6030901,HP ពាមបាង,HP Peam Bang,06,កំពង់ធំ,Kampong Thom,0608,ស្ទោង,Stoung,0603,ស្ទោង,Stong,060807,ពាមបាង,Peam Bang,06080705,ដូងស្តើង,Doung Sdaeng,DPHI (GPS),HP,Health Post,ប៉ុស្តិ៍សុខភាព,,មុំ វាសនា,855 68683232,NA,12.7741389,104.2849281,01/01/2006,,Operational,HF_CODE:len7!=6
008909,9020402,HC តានូន,HC Tanuon,09,កោះកុង,Koh Kong,0901,បុទុមសាគរ,Botum Sakor,0902,ស្រែអំបិល,Srae Ambel,090103,តានូន,Ta Noun,09010303,តានូន,Ta Noun,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,ង៉ែត សេរីឬទិ្ធ,855 16316146,NA,10.9459390974853,103.312589685694,01/10/2016,,Operational,HF_CODE:len7!=6
