HF_ID,HF_CODE,NAME_KH,NAME_EN,PRO_CODE,PRO_NAME_KH,PRO_NAME_EN,DIS_CODE,DIS_NAME_KH,DIS_NAME_EN,OD_CODE,OD_NAME_KH,OD_NAME_EN,COM_CODE,COM_NAME_KH,COM__NAME_EN,VIL_CODE,VIL_NAME_KH,VIL__NAME_EN,OWNERSHIP,ACRONYM,HF_TYPE_EN,HF_TYPE_KH,HF_LEVEL,HF_HEAD,CONTACT_NO,CONTACT_EMAIL,HF_LAT,HF_LON,START_DATE,GOOGLE_MAP_LINK,STATUS,missing_required_fields
616183,010215,HP អន្លង់ស្វាយ,HP Anlong Svay,01,បន្ទាយមានជ័យ,Banteay Meanchey,0105,អូរជ្រៅ,Ou Chrov,0102,ប៉ោយប៉ែត,Poipet,011001,និមិត្ដ,Nimitt,01100113,គួបធំ,Koub Thum,DPHI (GPS),HP,Health Post,ប៉ុស្តិ៍សុខភាព,,លោក ដែង ថងដាំ,885 71 3227 223,deingthongdam@gmail.com,13.6491363252849,102.883994217535,01/11/2022,,Operational,HF_LEVEL
145994,,HP ការ៉េ២,HP Kuon Klaeng,01,បន្ទាយមានជ័យ,Banteay Meanchey,0103,ភ្នំស្រុក,Phnum Srok,0103,ព្រះ​នេត្រ​ព្រះ,Preah Net Preah,010302,ប៉ោយចារ,Poy Char,01030202,ប៉ោយចារ,Poy Char,DPHI (GPS),HP,Health Post,ប៉ុស្តិ៍សុខភាព,,លោក.ហាយ ប៊ុនឬទ្ធិ,855 87 444 422,NA,13.9092907815627,103.299629077871,01/03/2018,,Operational,HF_CODE;HF_LEVEL
764235,010121,HP ខ្ចាស់,HP Khchas,01,បន្ទាយមានជ័យ,Banteay Meanchey,0104,ព្រះនេត្រព្រះ,Preah Netr Preah,0103,ព្រះ​នេត្រ​ព្រះ,Preah Net Preah,010409,បុស្សស្បូវ,Bos Sbov,01040913,ខ្ចាស់,Khchas,DPHI (GPS),HP,Health Post,ប៉ុស្តិ៍សុខភាព,,លោកស្រី.ស៊ិន វ៉ាន់យីន,855 17 624 161,NA,13.690861680114,103.110877937312,01/02/2021,,Operational,HF_LEVEL
927151,010507,HP ពន្ធធនាគារ,HP Punterniekea,01,បន្ទាយមានជ័យ,Banteay Meanchey,0106,សិរីសោភ័ណ,Serei Saophoan,0106,សិរីសោភ័ណ,Serei Saophoan,010608,ទឹកថ្លា,Tuek Thla,,ទំនប់ជ្រៃ,Tumnob Chrey,DPHI (GPS),HP,Health Post,ប៉ុស្តសុខភាព,,លោក.អូ សុធី,885 12 340 333,?,,,,,,HF_LEVEL;VIL_CODE;HF_LAT;HF_LON;STATUS;START_DATE
885979,,HP ថ្មបាំង,HP Thmorbang,01,បន្ទាយមានជ័យ,Banteay Meanchey,0109,ម៉ាឡៃ,Malai,0109,ម៉ាឡៃ,Malai,010901,បឹងបេង,Boeng Beng,,ថ្មបាំង,Thmorbang,DPHI (GPS),HP,Health Post,ប៉ុស្តសុខភាព,,លោក  ឈីវ លីហួ,885 16 231 026,,,,,,,HF_CODE;HF_LEVEL;VIL_CODE;HF_LAT;HF_LON;STATUS;START_DATE
910587,100101,RH មន្ទីរពេទ្យបង្អែកឆ្លូង,RH Chhlong,10,ក្រចេះ,Kratie,1001,ឆ្លូង,Chhloung,1001,ឆ្លូង,Chhlong,100101,ឆ្លូង,Chhloung,10010102,ជ្រោយថ្មក្រោម,Chrouy Thma Kraom,DPHI (GPS),RH,Referral Hospital,មន្ទីរពេទ្យបង្អែកស្រុក,,ប៊ិន ប៊ុណ្ណាវេត,855 977722955,NA,12.2582790184474,105.964287527015,01/01/2006,,Operational,HF_LEVEL
800139,100102,HC ចំបក់,HC Chambak,10,ក្រចេះ,Kratie,1003,ព្រែកប្រសព្វ,Prek Prasab,1001,ឆ្លូង,Chhlong,100301,ចំបក់,Chambâk,10030101,ចំបក់ ១,Chambâk 1,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,យ៉ន សុពល,855 972605412,NA,12.2751806490777,105.810518405222,01/01/2006,,Operational,HF_LEVEL
145861,100103,HC តាម៉ៅ,HC Ta Mao,10,ក្រចេះ,Kratie,1003,ព្រែកប្រសព្វ,Prek Prasab,1001,ឆ្លូង,Chhlong,100308,តាម៉ៅ,Ta Mao,10030807,តាម៉ៅក្រោម,Ta Mau Kraom,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,សេង គឹមលេង,855 978829433,NA,12.2851627863422,105.91863287636,01/01/2006,,Operational,HF_LEVEL
109242,100105,HC ខ្សាច់អណ្តែត,HC Khsach Andet,10,ក្រចេះ,Kratie,1001,ឆ្លូង,Chhloung,1001,ឆ្លូង,Chhlong,100106,ខ្សាច់អណ្ដែត,Khsach Andeth,10010601,ព្រែកសំរោងទី១,Preaek Samrong Ti Muoy,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,ធីន ណាល់,855 975176918,NA,12.2521145670041,105.868623946358,01/01/2006,,Operational,HF_LEVEL
391501,100106,HC ពង្រ,HC Pongro,10,ក្រចេះ,Kratie,1001,ឆ្លូង,Chhloung,1001,ឆ្លូង,Chhlong,100107,ពង្រ,Pongro,10010702,ពង្រ ១,Pongro Muoy,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,ហុង ណារិន,855 12780069,NA,12.25245754,105.9221745,01/01/2006,,Operational,HF_LEVEL
194648,100107,HC ជ្រោយថ្ម,HC Chroy Thmor,10,ក្រចេះ,Kratie,1001,ឆ្លូង,Chhloung,1001,ឆ្លូង,Chhlong,100101,ឆ្លូង,Chhloung,10010102,ជ្រោយថ្មក្រោម,Chrouy Thma Kraom,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,ជា សេងធួន,855 12224328,NA,12.2577028325975,105.964467481916,01/01/2006,,Operational,HF_LEVEL
015044,100108,HC កញ្ជរ,HC Kanhchor,10,ក្រចេះ,Kratie,1001,ឆ្លូង,Chhloung,1001,ឆ្លូង,Chhlong,100105,កញ្ជរ,Kanhchor,10010502,ឈើទាលភ្លោះក្រោម,Chheu Teal Phluoh Kraom,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,យ៉ឹក សុខណា,855 884400767,NA,12.2995372479746,106.036748808545,01/01/2006,,Operational,HF_LEVEL
962563,100109,HC ដំរីផុង,HC Damrei Phong,10,ក្រចេះ,Kratie,1001,ឆ្លូង,Chhloung,1001,ឆ្លូង,Chhlong,100102,ដំរីផុង,Damrei Phong,10010202,បុស្ស,Bos,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,មាន ប៊ុណ្ណា,855 978444456,NA,12.1659901786556,106.07400202861,01/01/2006,,Operational,HF_LEVEL
376309,100110,HC ឫស្សីកែវ,HC Russey Keo,10,ក្រចេះ,Kratie,1003,ព្រែកប្រសព្វ,Prek Prasab,1001,ឆ្លូង,Chhlong,100306,ឫស្សីកែវ,Russey Keo,10030602,ឫស្សីកែវ,Russey Keo,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,ឆូវ ឡុម,855 77758668,NA,12.282483411931,105.778736933908,24/01/2013,,Operational,HF_LEVEL
321516,100111,RH មន្ទីរពេទ្យបង្អែកព្រែកប្រសព្វ,RH Prek Prasob,10,ក្រចេះ,Kratie,1003,ព្រែកប្រសព្វ,Prek Prasab,1001,ឆ្លូង,Chhlong,100305,ព្រែកប្រសព្វ,Preaek Prasab,10030507,ព្រែកប្រសព្វក្រោម,Preaek Prasab Kraom,DPHI (GPS),RH,Referral Hospital,មន្ទីរពេទ្យបង្អែកស្រុក,,តៅ វែងទី,855 318008009,NA,12.3399099859523,106.03649522019,01/01/2021,,Operational,HF_LEVEL
362450,100112,HC ព្រែកប្រសព្វ,HC Prek Prasob,10,ក្រចេះ,Kratie,1003,ព្រែកប្រសព្វ,Prek Prasab,1001,ឆ្លូង,Chhlong,100305,ព្រែកប្រសព្វ,Preaek Prasab,10030507,ព្រែកប្រសព្វក្រោម,Preaek Prasab Kraom,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,លេង ច័ន្ទធី,855 974869751,NA,12.340068171614,106.035726618823,01/01/2021,,Operational,HF_LEVEL
399430,100113,HC ព្រែកសាម៉ាន់,HC Prek Saman,10,ក្រចេះ,Kratie,1001,ឆ្លូង,Chhloung,1001,ឆ្លូង,Chhlong,100108,ព្រែកសាម៉ាន់,Preaek Saman,10010805,ព្រែកសាម៉ាន់,Preaek Saman,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,លី សូផាត,855 886688844,NA,12.277659,106.022673,01/02/2021,,Operational,HF_LEVEL
591227,100114,HC កំពង់គរ,HC Kampong Kor,10,ក្រចេះ,Kratie,1003,ព្រែកប្រសព្វ,Prek Prasab,1001,ឆ្លូង,Chhlong,100303,កំពង់គរ,Kampong Kor,10030303,កំពង់គរ,Kampong Kor,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,សេង ហៃ,855 883774630,NA,12.275824,105.961207,01/02/2021,,Operational,HF_LEVEL
526832,100201,PH មន្ទីរពេទ្យខេត្តក្រចេះ,PH Kratie,10,ក្រចេះ,Kratie,1002,ក្រចេះ,Kracheh,1002,ក្រចេះ,Kratie,100209,ក្រចេះ,Kracheh,10020902,ក្រចេះ,Kracheh,DPHI (GPS),PH,Provincial Hospital,មន្ទីរពេទ្យខេត្ត,,ហេង សុខន,855 12881880,NA,12.4765178950379,106.021908407256,01/01/2006,,Operational,HF_LEVEL
363573,100202,HC បុសលាវ,HC Bos Leav,10,ក្រចេះ,Kratie,1006,ចិត្របុរី,Chetr Borei,1002,ក្រចេះ,Kratie,100601,បុសលាវ,Bos Leav,10060108,តាលុស,Ta Lus,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,ផាប់ កាណា,855 11245551,NA,12.4303065325291,106.032357954573,01/01/2006,,Operational,HF_LEVEL
710724,100203,HC កន្ទួត,HC Kantuot,10,ក្រចេះ,Kratie,1006,ចិត្របុរី,Chetr Borei,1002,ក្រចេះ,Kratie,100604,កន្ទួត,Kantuot,10060404,កន្ទួត,Kantuot,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,សរ ម៉ាឡា,855 12232419,NA,12.4576452370859,106.173064250934,01/01/2006,,Operational,HF_LEVEL
615094,100204,HC ថ្មគ្រែ,HC Thma Krae,10,ក្រចេះ,Kratie,1006,ចិត្របុរី,Chetr Borei,1002,ក្រចេះ,Kratie,100609,ថ្មគ្រែ,Thma Kreae,10060902,ថ្មគ្រែកណ្ដាល,Thma Krae Kandal,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,ឈាង សុខអូន,855 979544546,NA,12.5478328657975,106.005483569103,01/01/2006,,Operational,HF_LEVEL
397229,100205,HC ថ្មី,HC Thmei,10,ក្រចេះ,Kratie,1006,ចិត្របុរី,Chetr Borei,1002,ក្រចេះ,Kratie,100610,ថ្មី,Thmei,10061008,ត្នោត,Tnaot,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,គួយ ឆេងទាង,855 972100611,NA,12.4814346700618,106.213444556375,01/01/2006,,Operational,HF_LEVEL
538585,100206,HC រការកណ្តាល,HC Rakar Kandal,10,ក្រចេះ,Kratie,1002,ក្រចេះ,Kracheh,1002,ក្រចេះ,Kratie,100211,រកាកណ្ដាល,Rakar Kandal,10021101,រកាកណ្ដាល១,Rakar Kandal1,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,លាង យុទ្ធារី,855 92125230,NA,12.4672910367865,106.027931763215,01/01/2006,,Operational,HF_LEVEL
596122,100207,HC អូរឬស្សី,HC Ou Ruessei,10,ក្រចេះ,Kratie,1002,ក្រចេះ,Kracheh,1002,ក្រចេះ,Kratie,100210,អូរឫស្សី,Ou Ruessei,10021003,អូរឫស្សី ទី១,Ou Ruessei Ti Muoy,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,លន់ ណារ៉ែន,855 12685680,NA,12.4965297277318,106.033259482248,01/01/2006,,Operational,HF_LEVEL
706433,100208,HC ជ្រោយបន្ទាយ,HC Chrouy Banteay,10,ក្រចេះ,Kratie,1003,ព្រែកប្រសព្វ,Prek Prasab,1001,ឆ្លូង,Chhlong,100302,ជ្រោយបន្ទាយ,Chrouy Banteay,10030206,រកាធំ,Roka Thum,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,ថោង សុផាត,855 977552300,NA,12.5554057121239,105.991232599961,01/04/2016,,Operational,HF_LEVEL
924404,100209,HC សោប,HC Saob,10,ក្រចេះ,Kratie,1003,ព្រែកប្រសព្វ,Prek Prasab,1001,ឆ្លូង,Chhlong,100307,សោប,Saob,10030706,សោបក្រោម,Saob Kraom,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,គ្រួច សុវ៉ាន់ឌី,855 313337778,NA,12.4723782737941,106.001688301428,01/04/2016,,Operational,HF_LEVEL
901385,100210,HC សណ្តាន់,HC Sandan,10,ក្រចេះ,Kratie,1004,សំបូរ,Sambour,1002,ក្រចេះ,Kratie,100408,សណ្ដាន់,Sandan,10040803,សណ្ដាន់,Sandan,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,វ៉ាន់ មឿន,855 12285058,NA,12.6863889781414,106.017477545597,01/01/2006,,Operational,HF_LEVEL
966193,100212,HC អូរគ្រៀង,HC Ou Krieng,10,ក្រចេះ,Kratie,1007,អូរគ្រៀងសែនជ័យ,O'Krieng Senchey,1002,ក្រចេះ,Kratie,100702,អូរគ្រៀង,Ou Krieng,10070204,អូរគ្រៀង,Ou Krieng,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,សំ សូដាលី,855 973808070,NA,13.0271139015351,106.180663095058,01/01/2006,,Operational,HF_LEVEL
102660,100215,HC រលួស,HC Rolours,10,ក្រចេះ,Kratie,1007,អូរគ្រៀងសែនជ័យ,O'Krieng Senchey,1002,ក្រចេះ,Kratie,100704,រលួសមានជ័យ,Roluos Mean Chey,10070402,ស្រែរលួស,Srae Roluos,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,ម៉ៅ វួចហេង,855 978372003,NA,12.95999533,106.3917238,01/01/2006,,Operational,HF_LEVEL
517322,100216,HC ចង្រ្កង់,HC Changkrang,10,ក្រចេះ,Kratie,1006,ចិត្របុរី,Chetr Borei,1002,ក្រចេះ,Kratie,100602,ចង្ក្រង់,Changkrang,10060202,កសាង,Kasang,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,អ៊ឹម រ៉ាវង,855 92306886,NA,12.6205171418407,106.088917427744,01/02/2011,,Operational,HF_LEVEL
254394,100230,HC មនោរម្យ,HC Monorum,10,ក្រចេះ,Kratie,1002,ក្រចេះ,Kracheh,1002,ក្រចេះ,Kratie,100208,ក្រគរ,Krakor,10020802,ទួលមនោរម្យ,Tuol Monourom,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,ញឹម សីហា,855 888664064,NA,12.51886908,106.0292974,13/02/2013,,Operational,HF_LEVEL
875939,100232,HC ដារ,HC Da,10,ក្រចេះ,Kratie,1006,ចិត្របុរី,Chetr Borei,1002,ក្រចេះ,Kratie,100603,ដារ,Dar,10060303,ដារ,Dar,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,សែម ចន្ធូ,855 977507774,NA,12.4848994231302,106.114464790757,13/02/2013,,Operational,HF_LEVEL
940433,100233,RH មន្ទីរពេទ្យបង្អែកសំបូរ,RH Sambo,10,ក្រចេះ,Kratie,1004,សំបូរ,Sambour,1002,ក្រចេះ,Kratie,100407,សំបូរ,Sambour,10040706,សំបូរ,Sambour,DPHI (GPS),RH,Referral Hospital,មន្ទីរពេទ្យបង្អែកស្រុក,,ផាត់ តុលា,855 12581193,NA,12.7749154399594,105.968141789711,01/01/2021,,Operational,HF_LEVEL
986671,100234,HC សំបូរ,HC Sambo,10,ក្រចេះ,Kratie,1004,សំបូរ,Sambour,1002,ក្រចេះ,Kratie,100407,សំបូរ,Sambour,10040706,សំបូរ,Sambour,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,ឡោ ធុល,855 973681565,NA,12.7748833862516,105.968130265699,01/01/2021,,Operational,HF_LEVEL
855186,100235,HC វឌ្ឍនៈ,HC Vathanak,10,ក្រចេះ,Kratie,1004,សំបូរ,Sambour,1002,ក្រចេះ,Kratie,100410,វឌ្ឍនៈ,Vathanak,10041003,វឌ្ឍនៈ,Vathanak,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,ងួន ប៊ុនថន,855 979926222,NA,12.6881286361229,105.985256813452,01/02/2021,,Operational,HF_LEVEL
511353,100236,HC ក្បាលដំរី,HC Kbal Domrei,10,ក្រចេះ,Kratie,1007,អូរគ្រៀងសែនជ័យ,O'Krieng Senchey,1002,ក្រចេះ,Kratie,100701,ក្បាលដំរី,Kbal Domrei,10070103,អូរតាណឹង,O'ta Neong,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,ប៊ុន ស៊ីថា,855 889240444,NA,12.8431784242204,106.176462003278,01/02/2021,,Operational,HF_LEVEL
913504,100237,HC ស្រែជិះ,HC Srae Chis,10,ក្រចេះ,Kratie,1007,អូរគ្រៀងសែនជ័យ,O'Krieng Senchey,1002,ក្រចេះ,Kratie,100705,ស្រែជិះ,Srae Chis,10070505,ស្រែជិះ,Srae Chis,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,ចាន់ រចនា,855 887222720,NA,12.9403639615813,106.468532366583,01/02/2021,,Operational,HF_LEVEL
546955,100238,HC ថ្មអណ្តើក,HC Thmar Anderk,10,ក្រចេះ,Kratie,1006,ចិត្របុរី,Chetr Borei,1002,ក្រចេះ,Kratie,100608,ថ្មអណ្ដើក,Thmar Andaeuk,10060801,ជួរក្រូច,Chour Krouch,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,ផាត ភាន,855 886001987,NA,12.432497,106.151223,01/02/2021,,Operational,HF_LEVEL
683878,100239,HC គោលាប់,HC Ko Lorb,10,ក្រចេះ,Kratie,1002,ក្រចេះ,Kracheh,1002,ក្រចេះ,Kratie,100605,គោលាប់,Kou Loab,10060501,បន្ទាយ,Banteay,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,ទាន កញ្ញា,855 12377425,NA,12.5363175486492,106.070558597804,01/02/2021,,Operational,HF_LEVEL
618342,100240,HC សំបុក,HC Sambok,10,ក្រចេះ,Kratie,1006,ចិត្របុរី,Chetr Borei,1002,ក្រចេះ,Kratie,100607,សំបុក,Sambok,10060708,កាំពី,Kampi,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,អ៊ុក សាមីន,855 92413158,NA,12.6157965065321,106.022298392924,01/02/2021,,Operational,HF_LEVEL
767896,100301,RH មន្ទីរពេទ្យបង្អែកស្នួល,RH Snoul,10,ក្រចេះ,Kratie,1005,ស្នួល,Snuol,1003,ស្នួល,Snoul,100503,ស្នួល,Snuol,10050308,ផ្សារស្នួល,Psar Snuol,DPHI (GPS),RH,Referral Hospital,មន្ទីរពេទ្យបង្អែកស្រុក,,លី ធាវុធ,855 77696867,NA,12.08312362,106.423069,01/01/2020,,Operational,HF_LEVEL
970591,100302,HC ពីរធ្នូ,HC Pi Thnou,10,ក្រចេះ,Kratie,1005,ស្នួល,Snuol,1003,ស្នួល,Snoul,100502,ពីរធ្នូ,Phi Tnu,10050202,ជើងឃ្លូ,Cherng Klou,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,ឈិន សាត,855 886464874,NA,12.0675521028559,106.412693595399,01/01/2020,,Operational,HF_LEVEL
