HF_ID,HF_CODE,NAME_KH,NAME_EN,PRO_CODE,PRO_NAME_KH,PRO_NAME_EN,DIS_CODE,DIS_NAME_KH,DIS_NAME_EN,OD_CODE,OD_NAME_KH,OD_NAME_EN,COM_CODE,COM_NAME_KH,COM__NAME_EN,VIL_CODE,VIL_NAME_KH,VIL__NAME_EN,OWNERSHIP,ACRONYM,HF_TYPE_EN,HF_TYPE_KH,HF_LEVEL,HF_HEAD,CONTACT_NO,CONTACT_EMAIL,HF_LAT,HF_LON,START_DATE,GOOGLE_MAP_LINK,STATUS
965628,040213,HP គីរីអភិវឌ្ឍន៍,HP,04,កំពង់ឆ្នាំង,Kampong Chhnang,0407,សាមគ្គីមានជ័យ,Sameakki Mean Chey,0402,កំពង់ត្រឡាច,Kampong Tralach,040701,ឈានឡើង,Chhean Laeung,04070109,គីរីអភិវឌ្ឍន៍,,,HP,Health Post,ប៉ុស្តិ៍សុខភាព,,អ៊ុន គឹមលាង,855 316111777/855 12825773,None,,,,,
415869,050120,HC ភ្នំតូចពាំងល្វា,HC Phnum Touch Pang Lvea,05,កំពង់ស្ពឺ,Kampong Speu,0505,ឧដុង្គ,Odongk,0501,កំពង់ស្ពឺ,Kampong Speu,050515,ភ្នំតូច,Phnom Touch,05051518,វត្ដភ្នំ,Voat Phnom,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,ឃុន សុខឃឿន,855 121837497,NA,11.5892096776849,104.666726808769,01/01/2006,,Operational
131291,050120,HC សំរោងរំដួល,HC Samroung romduol,05,កំពង់ស្ពឺ,Kampong Speu,0506,ភ្នំស្រួច,Phnum Sruoch,0504,ភ្នំស្រួច,Phnom Srouch,050608,ព្រៃរំដួល,Prey Rumduol,05060805,កាប់ទូក,Kab Tuk,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,ជឺម ចន្នី,855 16278440,NA,11.3838970725619,104.327555631069,01/01/2006,,Operational
913390,050125,HC ត្រពាំងជោ,HC Trapeang Cho,05,កំពង់ស្ពឺ,Kampong Speu,0504,ឱរ៉ាល់,Aoral,0501,កំពង់ស្ពឺ,Kampong Speu,050403,ត្រពាំងជោ,Trapeang Chuor,05040302,ផ្លូវគោ,Plov Kou,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,ជា សុជាតិ,855 93727100,NA,11.804745,104.165925,01/01/2015,,Operational
055551,050125,HC ត្រពាំងក្រឡឹង,HC Trapeang Kraloeung,05,កំពង់ស្ពឺ,Kampong Speu,0506,ភ្នំស្រួច,Phnum Sruoch,0504,ភ្នំស្រួច,Phnom Srouch,050604,គិរីវន្ដ,Kiri Voan,05060408,ផ្សារត្រពាំងក្រឡឹង,Phsar Trapeang Kraloeng,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,ខែម វុត្ថា,855 16666164,NA,11.381788,104.372675,01/01/2015,,Operational
158013,090107,HC គិរីសាគរ,HC Kirisakor,09,កោះកុង,Koh Kong,0902,គិរីសាគរ,Kiri Sakor,0901,ស្មាច់មានជ័យ,Smach Mean Chey,090201,កោះស្ដេច,Kaoh Sdach,09020101,កោះស្ដេច,Kaoh Sdach,DPHI (GPS),HC,Health Center with beds,មណ្ឌលសុខភាពមានគ្រែ,,ហែម រិទ្ធីម,855 976999912,NA,10.9381696478982,103.078485860503,01/01/2006,,Operational
766697,090107,HP កូនកុក,HP Kaun Kok,09,កោះកុង,Koh Kong,0902,គិរីសាគរ,Kiri Sakor,0901,ស្មាច់មានជ័យ,Smach Mean Chey,090201,កោះស្ដេច,Kaoh Sdach,09020101,កោះស្ដេច,Kaoh Sdach,DPHI (GPS),HC,Health Post,ប៉ុស្តិ៍សុខភាព,,នួន ណារ៉េត,855 976447582,NA,11.4566143761617,103.013692889893,NA,,Operational
766704,12030303,HP ត្រពាំងអញ្ចាញ,HP Trapeang Anchanh,12,ភ្នំពេញ,Phnom Penh,1209,ពោធិ៍សែនជ័យ,Pur SenChey,1203,ពោធិសែនជ័យ,Por Senchey,120901,ត្រពាំងក្រសាំង,Trapeang Krasang,12090106,ត្រពាំងអញ្ចាញ,Trapeang Anhchanh,DPHI (GPS),HP,Health Post,ប៉ុស្តិ៍សុខភាព,,ស៊ឹម សុម៉ាលី,855 12530199,lysoma738@gmail.com,11.5833679450572,104.788168786887,01/01/2006,https://maps.app.goo.gl/gKVJRiv7czSYytfU7,Operational
124438,12030303,HC ត្រពាំងអញ្ចាញ,HC Trapeang Anchanh,12,ភ្នំពេញ,Phnom Penh,1209,ពោធិ៍សែនជ័យ,Pur SenChey,1203,ពោធិសែនជ័យ,Por Senchey,120901,ត្រពាំងក្រសាំង,Trapeang Krasang,12090106,ត្រពាំងអញ្ចាញ,Trapeang Anhchanh,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,,ស៊ឹម សុម៉ាលី,855 12530199,lysoma738@gmail.com,11.5833679450572,104.788168786887,01/01/2006,,Operational
293196,120705,HC ពន្សាំង,HC Ponsaing,12,ភ្នំពេញ,Phnom Penh,1211,ព្រែកព្នៅ,Praek Pnov,1207,ព្រែក​ព្នៅ,Preaek Phnov,121105,ពន្សាំង,Ponsang,12110510,ឧសភា,Osphea,DPHI (Google Map),HC,Health Center,មណ្ឌលសុខភាព,,អោ មី,855 12946575,nochsokhan@gmail.com,11.6234611679579,104.758087241019,20/06/2025,https://maps.app.goo.gl/UoR2eJBwssAQv9pj6,Operational
116891,120705,HP អណ្តូងថ្មីរុងរឿង,HP Andoung Thmey Rung Roeung,12,ភ្នំពេញ,Phnom Penh,1211,ព្រែកព្នៅ,Praek Pnov,1207,ព្រែក​ព្នៅ,Preaek Phnov,121105,ពន្សាំង,Ponsang,12110510,ឧសភា,Osphea,DPHI (Google Map),HC,Health Center,មណ្ឌលសុខភាព,,អោ មី,855 12946575,nochsokhan@gmail.com,11.6234611679579,104.758087241019,20/06/2025,https://maps.app.goo.gl/UoR2eJBwssAQv9pj6,Operational
344020,200317,HC បាសាក់ថ្មី,HC New Basac,20,ស្វាយរៀង,Svay Rieng,2005,ស្វាយជ្រំ,Svay Chrum,2003,ស្វាយរៀង,Svay Rieng,200502,បាសាក់,Basac,20050201,សាលារៀន,Sala Rien,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,MPA,,,None,11.0300689764985,105.818546209693,,,Pending
832096,200317,HC ញរ,HC Nhor,20,ស្វាយរៀង,Svay Rieng,2002,កំពង់រោទិ៍,Kampong Rou,2004,ស្វាយទាប,Svay Teap,200202,ញរ,Nhor,20020206,ស្វាយអាណាត,Svay Anat,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,MPA,ញ៉ែម ឡា,855 714445310,None,10.9199341598138,105.943314222923,01/01/2015,https://maps.app.goo.gl/SEe8ccA4y4hEQMKG9,Operational
863317,200318,HC ចំបក់,HC Chambak,20,ស្វាយរៀង,Svay Rieng,2005,ស្វាយជ្រំ,Svay Chrum,2003,ស្វាយរៀង,Svay Rieng,200503,ចំបក់,Chambak,20050301,ថ្មី,Thmei,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,MPA,,,None,11.0610310986775,105.693531649006,,,Pending
759797,200318,HC សំយ៉ោង,HC Samyong,20,ស្វាយរៀង,Svay Rieng,2002,កំពង់រោទិ៍,Kampong Rou,2004,ស្វាយទាប,Svay Teap,200208,សំយ៉ោង,Samyaong,20020801,ឫស្សីលៀប,Ruessei Lieb,DPHI (GPS),HC,Health Center,មណ្ឌលសុខភាព,MPA,អ៊ុច សាមិ,855 12​709486,None,10.9614673906577,105.854708055751,01/01/2015,https://maps.app.goo.gl/AbY6SDjFLeCXC4eN6,Operational
